run_id,band,elapsed_s,temp,target_temp,error,abs_error,temp_velocity,current_kp,current_ki,current_kd,kp,ki,kd,history_score,cost,n_samples,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,tail_mae,jitter_std,overshoot
run_1779985689_b4cfe238,near,1139.712973356247,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,0.021939450355209753,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,1153.707233428955,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,0.022042900339442634,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,1169.7165079116821,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,1183.7157323360443,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,-0.02195879439109259,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,955.7090058326721,0.0939240455627441,0.0,-0.0939240455627441,0.0939240455627441,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,1001.7044985294342,0.0939240455627441,0.0,-0.0939240455627441,0.0939240455627441,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,545.7052066326141,-0.1264834403991699,0.0,0.1264834403991699,0.1264834403991699,-0.022122486626481176,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,895.7084004878998,-0.1264834403991699,0.0,0.1264834403991699,0.1264834403991699,0.022123444806144348,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,987.7054295539856,0.1379933357238769,0.0,-0.1379933357238769,0.1379933357238769,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,881.7158420085907,-0.170562744140625,0.0,0.170562744140625,0.170562744140625,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,865.7080135345459,-0.2586903572082519,0.0,0.2586903572082519,0.2586903572082519,0.04421438750229485,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,849.7151303291321,-0.3468303680419922,0.0,0.3468303680419922,0.3468303680419922,0.021939078152508645,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,531.6987187862396,0.4465527534484863,0.0,-0.4465527534484863,0.4465527534484863,-0.04411322510538267,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,835.704265832901,-0.4790558815002441,0.0,0.4790558815002441,0.4790558815002441,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,819.7095296382904,-0.6112766265869141,0.0,0.6112766265869141,0.6112766265869141,0.02209640430782582,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,561.7011110782623,-0.7434768676757812,0.0,0.7434768676757812,0.7434768676757812,-0.022116680968737572,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,805.7007489204407,-0.7434768676757812,0.0,0.7434768676757812,0.7434768676757812,0.022117783779877078,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,789.7130830287933,-0.9197392463684082,0.0,0.9197392463684082,0.9197392463684082,0.021949148434908854,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,773.7089109420776,-1.09598970413208,0.0,1.09598970413208,1.09598970413208,0.022069383991323417,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,515.698972940445,1.1519956588745115,0.0,-1.1519956588745115,1.1519956588745115,-0.044252393627297514,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,759.703476190567,-1.2722172737121582,0.0,1.2722172737121582,1.2722172737121582,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,577.7144768238068,-1.3603544235229492,0.0,1.3603544235229492,1.3603544235229492,-0.02194984782124564,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,743.7024109363556,-1.4925050735473633,0.0,1.4925050735473633,1.4925050735473633,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,729.7134976387024,-1.668722152709961,0.0,1.668722152709961,1.668722152709961,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,501.7027988433838,1.7693910598754885,0.0,-1.7693910598754885,1.7693910598754885,-0.07378697464948702,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,713.7005615234375,-1.84492826461792,0.0,1.84492826461792,1.84492826461792,0.022105380401160883,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,591.7143938541412,-1.8889813423156736,0.0,1.8889813423156736,1.8889813423156736,-0.04391787486009922,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,697.7144780158997,-2.065160751342773,0.0,2.065160751342773,2.065160751342773,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,683.6998906135559,-2.197294235229492,0.0,2.197294235229492,2.197294235229492,0.04416884952015874,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,607.711238861084,-2.3294363021850586,0.0,2.3294363021850586,2.3294363021850586,-0.021914790366108883,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,667.7078912258148,-2.3734827041625977,0.0,2.3734827041625977,2.3734827041625977,0.022058686521554877,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,653.7083563804626,-2.5056018829345703,0.0,2.5056018829345703,2.5056018829345703,0.02192514435590837,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,621.6997833251953,-2.5936737060546875,0.0,2.5936737060546875,2.5936737060546875,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1779985689_b4cfe238,near,637.7026796340942,-2.637701988220215,0.0,2.637701988220215,2.637701988220215,0.0,20.0,111.0,31.0,20.0,111.0,31.0,0.601723178258451,0.601723178258451,361.0,,,,,0.067797524134318,0.0763168635519625,0.0033492576191368
run_1778848180_bf8635ab,near,977.5321476459503,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.021784733978576474,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,991.5485415458679,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1125.5467414855957,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1139.7286729812622,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1155.5061540603638,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1169.5111210346222,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1186.167676448822,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1007.5346364974976,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1021.5090851783752,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1035.503087759018,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1051.512582540512,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1065.5135991573334,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1081.5143530368805,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1095.7719519138336,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,1109.8883736133575,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,947.4977221488953,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,961.4929871559143,-0.0824170112609863,0.0,0.0824170112609863,0.0824170112609863,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,931.4996204376221,-0.1264834403991699,0.0,0.1264834403991699,0.1264834403991699,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,558.4842431545258,0.1379933357238769,0.0,-0.1379933357238769,0.1379933357238769,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,917.5044116973877,-0.2146410942077636,0.0,0.2146410942077636,0.2146410942077636,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,903.517003774643,-0.2586903572082519,0.0,0.2586903572082519,0.2586903572082519,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,572.4901027679443,-0.3027677536010742,0.0,0.3027677536010742,0.3027677536010742,-0.04398932726545694,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,887.5240616798401,-0.3027677536010742,0.0,0.3027677536010742,0.3027677536010742,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,544.5699934959412,0.3583908081054687,0.0,-0.3583908081054687,0.3583908081054687,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,873.5299351215363,-0.3909206390380859,0.0,0.3909206390380859,0.3909206390380859,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,857.4958910942078,-0.4790558815002441,0.0,0.4790558815002441,0.4790558815002441,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,843.4995510578156,-0.5231304168701172,0.0,0.5231304168701172,0.5231304168701172,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,829.4964692592621,-0.6112766265869141,0.0,0.6112766265869141,0.6112766265869141,0.023365488920567803,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,588.527087688446,-0.7434768676757812,0.0,0.7434768676757812,0.7434768676757812,-0.021518399531928304,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,813.4874324798584,-0.7434768676757812,0.0,0.7434768676757812,0.7434768676757812,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,528.4747221469879,0.7551732063293457,0.0,-0.7551732063293457,0.7551732063293457,-0.022575508852863083,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,799.4923207759857,-0.8316159248352051,0.0,0.8316159248352051,0.8316159248352051,-0.022103077142181012,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,783.5086591243744,-0.9637908935546876,0.0,0.9637908935546876,0.9637908935546876,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,769.4871761798859,-1.0078577995300293,0.0,1.0078577995300293,1.0078577995300293,0.022058792804961605,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,602.4851410388947,-1.09598970413208,0.0,1.09598970413208,1.09598970413208,-0.022161109747980367,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,753.6514036655426,-1.1400408744812012,0.0,1.1400408744812012,1.1400408744812012,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,739.5151674747467,-1.1841039657592771,0.0,1.1841039657592771,1.1841039657592771,0.022266032451750295,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,514.4015939235687,1.240194320678711,0.0,-1.240194320678711,1.240194320678711,-0.08009967096801573,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,725.4880919456482,-1.2722172737121582,0.0,1.2722172737121582,1.2722172737121582,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,618.5846974849701,-1.3603544235229492,0.0,1.3603544235229492,1.3603544235229492,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,709.4821546077728,-1.3603544235229492,0.0,1.3603544235229492,1.3603544235229492,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,695.4990801811218,-1.40440034866333,0.0,1.40440034866333,1.40440034866333,0.021974783865355396,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,665.4876191616058,-1.4484591484069824,0.0,1.4484591484069824,1.4484591484069824,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,679.5025954246521,-1.4484591484069824,0.0,1.4484591484069824,1.4484591484069824,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,633.490181684494,-1.4925050735473633,0.0,1.4925050735473633,1.4925050735473633,-0.021965410975476503,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
run_1778848180_bf8635ab,near,651.221743106842,-1.4925050735473633,0.0,1.4925050735473633,1.4925050735473633,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6136329371257374,0.6136329371257374,358.0,,,,,0.0593458525339762,0.0812264027751072,0.0058926731296545
val_1777562880_c2a6280b,near,984.9926736354828,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1000.986971616745,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,-0.022099357706340632,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1014.9873638153076,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,-0.022159509493619684,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1076.9817552566528,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1136.9979085922241,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1150.991141319275,0.005744457244873,0.0,-0.005744457244873,0.005744457244873,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,954.9882156848907,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.022062521017067356,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,970.9927592277527,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.022086760833396953,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1166.993765115738,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.022020139293584755,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1180.9871163368225,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,-0.02218068700266202,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1196.995035648346,-0.0383367538452148,0.0,0.0383367538452148,0.0383367538452148,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1030.9827399253845,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1044.9798090457916,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1060.9824917316437,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1090.9811544418335,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1106.9825525283813,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.02200921192936997,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,1120.9922199249268,0.0498270988464355,0.0,-0.0498270988464355,0.0498270988464355,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,940.9951198101044,-0.1264834403991699,0.0,0.1264834403991699,0.1264834403991699,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,924.993287563324,-0.170562744140625,0.0,0.170562744140625,0.170562744140625,0.0,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
val_1777562880_c2a6280b,near,546.9971096515656,0.182077407836914,0.0,-0.182077407836914,0.182077407836914,-0.04397041082011215,16.0,105.0,56.0,16.0,105.0,56.0,0.6183224216442377,0.6183224216442377,364.0,,,,,0.0613148307800292,0.0812283390863829,0.005647246774447
