source,run_id,band,elapsed_s,temp,target_temp,error,abs_error,temp_velocity,current_kp,current_ki,current_kd,kp,ki,kd,history_score,cost,n_samples,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,weighted_approach_speed,brake_penalty,tail_mae,jitter_std,overshoot,max_overshoot
run_history,mpc_replay_1780492043_7b06cb38,far,253.98889183998108,15.91706657409668,0.0,-15.91706657409668,15.91706657409668,-0.04422529268311827,44.0,1000.0,5.0,44.0,1000.0,5.0,15.91706657409668,,,,,,,,,,,,
run_history,mpc_replay_1780494638_1c971ee4,far,221.99987936019895,16.138690948486328,0.0,-16.138690948486328,16.138690948486328,-0.08817761045535337,50.0,545.0,1.0,50.0,545.0,1.0,16.138690948486328,,,,,,,,,,,,
run_history,mpc_replay_1780502219_badf9738,far,265.9370963573456,16.138690948486328,0.0,-16.138690948486328,16.138690948486328,-0.044356904830263125,1.0,1.0,8.0,1.0,1.0,8.0,16.138690948486328,,,,,,,,,,,,
run_history,mpc_replay_1780013644_d06916b6,far,325.983012676239,16.271644592285156,0.0,-16.271644592285156,16.271644592285156,-0.04450931915665268,3.0,1000.0,20.0,3.0,1000.0,20.0,16.271644592285156,,,,,,,,,,,,
run_history,mpc_replay_1780414849_b2fe96e3,far,316.01035499572754,16.315956115722656,0.0,-16.315956115722656,16.315956115722656,-0.11082388546097452,1.0,30.0,12.0,1.0,30.0,12.0,16.315956115722656,,,,,,,,,,,,
run_history,mpc_replay_1780514661_b02dcc14,far,218.0066487789154,16.40460205078125,0.0,-16.40460205078125,16.40460205078125,-0.04426081244466446,45.0,399.0,3.0,45.0,399.0,3.0,16.40460205078125,,,,,,,,,,,,
run_history,run_1780137330_43fdc34b,far,257.70323038101196,10.42669677734375,0.0,-10.42669677734375,10.42669677734375,-0.0442686992783807,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,243.70059061050415,11.400043487548828,0.0,-11.400043487548828,11.400043487548828,-0.08870244680544682,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,227.69790077209473,12.506511688232422,0.0,-12.506511688232422,12.506511688232422,-0.088640953221347,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,211.70252466201782,13.657672882080078,0.0,-13.657672882080078,13.657672882080078,-0.08871160490844011,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,197.7057421207428,14.676403999328612,0.0,-14.676403999328612,14.676403999328612,-0.04438175407752886,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,181.70323300361633,15.784130096435549,0.0,-15.784130096435549,15.784130096435549,-0.04435611033639034,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,167.7133185863495,16.670597076416016,0.0,-16.670597076416016,16.670597076416016,-0.06598878409314227,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,151.6982774734497,17.512983322143555,0.0,-17.512983322143555,17.512983322143555,-0.04451134096218499,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,135.69916677474976,18.26692771911621,0.0,-18.26692771911621,18.26692771911621,-0.022199050500120353,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,121.71222138404846,18.754871368408203,0.0,-18.754871368408203,18.754871368408203,-0.022060122369188726,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,105.70071721076965,19.10977554321289,0.0,-19.10977554321289,19.10977554321289,-0.022234296383056098,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,91.71297311782837,19.331626892089844,0.0,-19.331626892089844,19.331626892089844,-0.022055740846467026,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,75.70781207084656,19.64223861694336,0.0,-19.64223861694336,19.64223861694336,-0.02213628829386598,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,59.71274971961975,20.04165267944336,0.0,-20.04165267944336,20.04165267944336,-0.022047618573923174,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,45.70785093307495,20.48548698425293,0.0,-20.48548698425293,20.48548698425293,-0.04416269204888706,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,29.707388639450073,21.151405334472656,0.0,-21.151405334472656,21.151405334472656,-0.022110167474833672,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,15.7026207447052,21.817445755004883,0.0,-21.817445755004883,21.817445755004883,-0.08899845207099856,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,run_1780137330_43fdc34b,far,0.0,22.39484024047852,0.0,-22.39484024047852,22.39484024047852,0.0,2.0,995.0,1.0,2.0,995.0,1.0,16.606252732349166,16.606252732349166,132.0,17.39002515330459,263.70800518989563,,,,,,,,
run_history,mpc_replay_1780482474_94c367ac,far,281.9958729743957,16.670597076416016,0.0,-16.670597076416016,16.670597076416016,-0.08879467812669682,1.0,1.0,8.0,1.0,1.0,8.0,16.670597076416016,,,,,,,,,,,,
run_history,mpc_replay_1780511940_dd449526,far,297.99133801460266,16.759252548217773,0.0,-16.759252548217773,16.759252548217773,-0.04453770109163089,1.0,1.0,17.0,1.0,1.0,17.0,16.759252548217773,,,,,,,,,,,,
run_history,run_1780139193_2cde3414,far,257.7073886394501,10.559417724609377,0.0,-10.559417724609377,10.559417724609377,-0.08862307168454797,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,243.70921087265015,11.621309280395508,0.0,-11.621309280395508,11.621309280395508,-0.044310174564239954,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,227.69866347312927,12.816398620605469,0.0,-12.816398620605469,12.816398620605469,-0.04430610929775535,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,211.71183013916016,13.967681884765623,0.0,-13.967681884765623,13.967681884765623,-0.04411212831842158,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,197.69952273368835,14.89791774749756,0.0,-14.89791774749756,14.89791774749756,-0.11098618406098242,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,181.6990098953247,16.0500545501709,0.0,-16.0500545501709,16.0500545501709,-0.08877208965230271,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,167.70849800109863,17.025249481201172,0.0,-17.025249481201172,17.025249481201172,-0.044281034879456616,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,151.69738054275513,17.91212272644043,0.0,-17.91212272644043,17.91212272644043,-0.04463143386675548,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,135.70186853408813,18.621774673461918,0.0,-18.621774673461918,18.621774673461918,-0.08892496355862334,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,121.70989966392517,19.15414810180664,0.0,-19.15414810180664,19.15414810180664,-0.02206847633324945,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,105.7023344039917,19.55349540710449,0.0,-19.55349540710449,19.55349540710449,-0.022258361449562728,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,91.69598078727722,19.77538108825684,0.0,-19.77538108825684,19.77538108825684,-0.022326145674475453,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,59.7045259475708,20.441104888916016,0.0,-20.441104888916016,20.441104888916016,-0.022224801059424527,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,45.70095133781433,20.885013580322266,0.0,-20.885013580322266,20.885013580322266,-0.02222612352426653,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,29.699772596359253,21.46221160888672,0.0,-21.46221160888672,21.46221160888672,-0.04450184566205802,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,15.710684061050415,22.083904266357425,0.0,-22.083904266357425,22.083904266357425,-0.0442597962982966,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
run_history,run_1780139193_2cde3414,far,0.0,22.61692237854004,0.0,-22.61692237854004,22.61692237854004,0.0,2.0,995.0,1.0,2.0,995.0,1.0,16.799656794555204,16.799656794555204,133.0,17.657137304320372,265.702938079834,,,,,,,,
