"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae","cost","tail_mae","overshoot"
"run_1776725025_94f802a9","1776725511.7000606","1776726710.09939","1198.3993294239044","539","27.952314376831055","0.0","schedule[2]","4","800","15","8","500","40","14","200","70","159.596506645418","7.866926819141367","34.1132461977209","0.8569385905096061","1.4484591484069824"
