rank,candidate_id,kp,ki,kd,score,valid,invalid_reason,tail_mae,tail_bias,tail_std,overshoot_max,overshoot_rmse,final_error,final_abs_error,time_to_near_s,time_to_settle_s,mae_full,p90_abs_error_full,max_abs_error_full,min_temp,max_temp,end_temp,control_abs_mean
26,987,7.0,681.0,18.0,10.734834436425768,True,,0.6611758071346369,0.6611758071346369,0.0789250580109025,1.3151912112953141,0.6685137417800197,0.5173525197897106,0.5173525197897106,460.0,492.0,6.99311298129207,25.32896099314094,27.204347774386406,-1.3151912112953141,27.204347774386406,-0.5173525197897106,44.045241825465496
27,478,7.0,636.0,17.0,10.943991687760697,True,,0.6275451706201208,0.6275451706201208,0.08828810380656853,1.401889264700003,0.6780160741165824,0.468726389342919,0.468726389342919,454.0,486.0,6.870966745919043,25.082067823410036,27.200192058458924,-1.401889264700003,27.200192058458924,-0.468726389342919,44.030514817957425
28,937,7.0,523.0,11.0,11.107386302332653,True,,0.47435548652541887,0.47435548652541887,0.09279158464541448,1.7002935298296507,0.6587934461833761,0.3162270039829309,0.3162270039829309,440.0,470.0,6.493600989477697,24.22431421540678,27.156408032402396,-1.7002935298296507,27.156408032402396,-0.3162270039829309,43.52379067724767
29,166,7.0,515.0,13.0,11.332301301806243,True,,0.4831304936322834,0.4831304936322834,0.09948652941627528,1.7163549531833269,0.6770801871017862,0.31183153216261417,0.31183153216261417,440.0,470.0,6.541281883311167,24.354249748587613,27.173970323055983,-1.7163549531833269,27.173970323055983,-0.31183153216261417,43.77701936897857
30,501,8.0,822.0,10.0,11.373418981278768,True,,0.7145020326273073,0.7145020326273073,0.04524928286273488,1.4135590346340905,0.7033626438176681,0.6310955995504628,0.6310955995504628,460.0,492.0,6.79806890140244,24.60966066936526,27.104683455028862,-1.4135590346340905,27.104683455028862,-0.6310955995504628,42.35745508406901
31,287,8.0,836.0,9.0,11.413481585423956,True,,0.7197499540619035,0.7197499540619035,0.044924011824154265,1.4185759259271435,0.7057574349144198,0.6370868489029817,0.6370868489029817,458.0,490.0,6.774851862658688,24.556523639278023,27.097372565360274,-1.4185759259271435,27.097372565360274,-0.6370868489029817,42.341363734931754
32,180,7.0,449.0,15.0,11.437994760168332,True,,0.4124844793121589,0.4124844793121589,0.11056997326014795,1.8056943026022054,0.6806337685366176,0.22899800731102005,0.22899800731102005,438.0,468.0,6.499330424695024,24.338530575111513,27.190604077652097,-1.8056943026022054,27.190604077652097,-0.22899800731102005,43.92636191433497
33,481,8.0,820.0,11.0,11.524565828928013,True,,0.7143171501657402,0.7143171501657402,0.046717920078388264,1.442170420777984,0.7125824829382418,0.6294480955693871,0.6294480955693871,462.0,494.0,6.848376121367134,24.70458417609334,27.11028178781271,-1.442170420777984,27.11028178781271,-0.6294480955693871,42.50841523375955
34,653,7.0,438.0,15.0,11.602355098516208,True,,0.3947231280586577,0.3947231280586577,0.10999847542487051,1.8689632639288902,0.6871968084569875,0.2134762406349182,0.2134762406349182,436.0,466.0,6.484420101077606,24.311396724730734,27.190771147608757,-1.8689632639288902,27.190771147608757,-0.2134762406349182,43.97536283362478
35,113,7.0,354.0,9.0,11.693175962194799,True,,0.25873127432897786,0.25873127432897786,0.08931831764588223,2.200206646695733,0.6503388571459152,0.11996732838451862,0.11996732838451862,426.0,452.0,6.202469831285998,23.64845999963582,27.152312140911818,-2.200206646695733,27.152312140911818,-0.11996732838451862,43.43094143250947
36,3,7.0,374.0,12.0,11.740726343427571,True,,0.29096795183094526,0.29096795183094526,0.09705059663892637,2.103959457948804,0.669477059143091,0.13708717189729214,0.13708717189729214,430.0,458.0,6.310804051697875,23.918471660465006,27.167580364272,-2.103959457948804,27.167580364272,-0.13708717189729214,43.74503921181117
37,4,7.0,359.0,14.0,11.883960942274504,True,,0.26745613104014637,0.26745613104014637,0.09608994064734362,2.129955155774951,0.6819861038680134,0.11737698136130348,0.11737698136130348,430.0,458.0,6.338534051094126,24.040471347421413,27.183330660685897,-2.129955155774951,27.183330660685897,-0.11737698136130348,43.9386650865729
38,885,8.0,758.0,15.0,11.921374749919254,True,,0.7174206063743941,0.7174206063743941,0.06541094586569247,1.5037637074710801,0.7400332189956843,0.602778131426021,0.602778131426021,462.0,494.0,6.929274084879908,24.891957027465107,27.144474217668176,-1.5037637074710801,27.144474217668176,-0.602778131426021,42.773897417095355
39,564,7.0,309.0,9.0,12.026489444192888,True,,0.19245749941428766,0.19245749941428766,0.0781837636024933,2.381196305155754,0.6572398073472062,0.07629875838756561,0.07629875838756561,422.0,448.0,6.140732277057444,23.550885045900944,27.153886998072267,-2.381196305155754,27.153886998072267,-0.07629875838756561,43.54135055723456
40,522,9.0,977.0,14.0,12.470422104169726,True,,0.8119205174106964,0.8119205174106964,0.055061049245078264,1.4944281449352275,0.7799643574691083,0.7209423951499048,0.7209423951499048,482.0,516.0,7.185413876358616,25.07589862458408,27.08520818129182,-1.4944281449352275,27.08520818129182,-0.7209423951499048,42.22908038844479
41,839,8.0,627.0,8.0,12.516838755668802,True,,0.6325558294069534,0.6325558294069534,0.07963213980144794,1.8111776411533356,0.7541285851375658,0.48965144535759464,0.48965144535759464,436.0,466.0,6.446691403271883,23.813055707886818,27.108954686671495,-1.8111776411533356,27.108954686671495,-0.48965144535759464,42.23408075801319
42,745,9.0,920.0,18.0,12.559416482638133,True,,0.8144542505646711,0.8144542505646711,0.06068312612708071,1.5010706839893828,0.7872685465868419,0.7155876703254762,0.7155876703254762,482.0,518.0,7.28306546480042,25.304822394251826,27.11828345991671,-1.5010706839893828,27.11828345991671,-0.7155876703254762,42.19257324100547
43,878,7.0,248.0,16.0,12.655026827629225,True,,0.07557940754741863,0.07557940754741863,0.037867913394954364,2.532012229785323,0.7058087734064876,0.024802539497613907,0.024802539497613907,426.0,452.0,6.214533145017825,23.964591909945014,27.19806145876646,-2.532012229785323,27.19806145876646,-0.024802539497613907,44.458265127857395
44,457,8.0,601.0,8.0,12.704273667311682,True,,0.6096468324436103,0.6096468324436103,0.0856627886155016,1.88870595023036,0.7611143215722287,0.45848064875463024,0.45848064875463024,434.0,464.0,6.415459559942635,23.738883205503228,27.110581792891026,-1.88870595023036,27.110581792891026,-0.45848064875463024,42.274614149930834
45,635,8.0,638.0,12.0,12.733349177438061,True,,0.6527289122471043,0.6527289122471043,0.08729075498672705,1.7875993289635517,0.7765469977322136,0.5006125048967078,0.5006125048967078,446.0,476.0,6.62839902913227,24.19579984135926,27.132460430264473,-1.7875993289635517,27.132460430264473,-0.5006125048967078,42.75248384203746
46,472,8.0,620.0,12.0,12.739687357873223,True,,0.6403227041449262,0.6403227041449262,0.09067850923352701,1.8073405903414823,0.7753997703586559,0.4826930296840146,0.4826930296840146,444.0,474.0,6.601393133830764,24.13909514024854,27.133838146924973,-1.8073405903414823,27.133838146924973,-0.4826930296840146,42.74126839735992
