event,kp,ki,kd,timestamp,run_id,decision_idx,decision_elapsed_s,applied_elapsed_s,source_changed
mpc_decision_51@1000.0s,4,78,17,1780519374.2672582,mpc_replay_1780517893_80747dd9,51,1000.0,1000.0082063674927,False
mpc_decision_52@1020.0s,4,78,17,1780519394.267258,mpc_replay_1780517893_80747dd9,52,1020.0,1020.0062062740326,False
mpc_decision_53@1040.0s,4,78,17,1780519414.2652504,mpc_replay_1780517893_80747dd9,53,1040.0,1040.0062067508698,False
mpc_decision_54@1060.0s,4,78,17,1780519434.2672648,mpc_replay_1780517893_80747dd9,54,1060.0,1060.0082063674927,False
mpc_decision_55@1080.0s,4,78,17,1780519454.2672634,mpc_replay_1780517893_80747dd9,55,1080.0,1080.0172057151794,False
mpc_decision_56@1100.0s,4,78,17,1780519474.2661662,mpc_replay_1780517893_80747dd9,56,1100.0,1100.0141153335571,False
mpc_decision_57@1120.0s,4,78,17,1780519494.2679613,mpc_replay_1780517893_80747dd9,57,1120.0,1120.0139017105103,False
mpc_decision_58@1140.0s,4,78,17,1780519514.267959,mpc_replay_1780517893_80747dd9,58,1140.0,1140.0179018974304,False
mpc_decision_59@1160.0s,4,78,17,1780519534.26896,mpc_replay_1780517893_80747dd9,59,1160.0,1160.015902042389,False
mpc_decision_60@1180.0s,4,78,17,1780519554.2689555,mpc_replay_1780517893_80747dd9,60,1180.0,1180.0129017829895,False
