epoch,train_loss,train_eval_loss,val_loss,train_mae_delta_t1,train_rmse_delta_t1,train_bias_delta_t1,val_mae_delta_t1,val_rmse_delta_t1,val_bias_delta_t1
16,0.19716230197034165,0.18367694567655957,0.21047756479640536,0.02237052284181118,0.04325306415557861,0.002274969359859824,0.024769604206085205,0.12328216433525085,0.0049471622332930565
17,0.19596802298612076,0.18494608138849056,0.21153862264332354,0.02228129282593727,0.04354749619960785,0.003914902452379465,0.024624545127153397,0.12390659749507904,0.005168834235519171
18,0.19448931257381952,0.18142761871714982,0.2073785237492931,0.02196546271443367,0.04316581040620804,0.0020004375837743282,0.024321837350726128,0.12427771091461182,0.0031066930387169123
19,0.19447416918099555,0.18323451332039797,0.21086651519340957,0.022234467789530754,0.04322284087538719,-0.0016260941047221422,0.02469404973089695,0.12408759444952011,0.0001003377401502803
20,0.19274061041256937,0.17917525072246912,0.20567972178027133,0.021875226870179176,0.04280133545398712,-0.00041646428871899843,0.02428821288049221,0.12497647106647491,0.0020505995489656925
21,0.19136805662917084,0.18454879346802214,0.20939749818070222,0.02230525016784668,0.04327746853232384,-0.0038199243135750294,0.024530716240406036,0.12432204186916351,-0.0005870889290235937
22,0.19014931694096807,0.19129721019613752,0.22051627211422728,0.02312188409268856,0.04372111335396767,0.009011613205075264,0.025773894041776657,0.12467944622039795,0.01183030940592289
23,0.189603511065511,0.17935273506407037,0.20592975783968132,0.02180255390703678,0.04282098263502121,0.0002890574687626213,0.024188784882426262,0.1242419108748436,0.0028523271903395653
24,0.18825275805013922,0.17846998534219038,0.207206799479939,0.02185358665883541,0.0425778292119503,0.0018608878599479795,0.02443942427635193,0.12323679029941559,0.004775915294885635
25,0.18773503142774445,0.17851513000787708,0.20701783280444624,0.0217591505497694,0.042559485882520676,0.002673954935744405,0.02430020645260811,0.1242402121424675,0.0062294756062328815
26,0.1866434202941814,0.17493168363282585,0.20258809664855468,0.021387284621596336,0.04187575727701187,0.0005705440999008715,0.023850133642554283,0.12341667711734772,0.0019410878885537386
27,0.18574810083758822,0.17500922630391985,0.20435488927834386,0.021528471261262894,0.04182757809758186,0.004392203874886036,0.024213170632719994,0.12311676889657974,0.006134926341474056
28,0.1848364645065959,0.17213415744874072,0.20198708253868874,0.02123742550611496,0.041279617697000504,0.002367478795349598,0.023914596065878868,0.12253211438655853,0.003923562355339527
29,0.18363784335305494,0.1694940139458588,0.19998123718038102,0.0208739060908556,0.04127131775021553,-0.0004109310975763947,0.023623714223504066,0.12254373729228973,0.0016879210015758872
30,0.18279641412749317,0.17802346801002467,0.20997490902625074,0.0216579120606184,0.04174504056572914,0.0051347934640944,0.024547472596168518,0.12318845838308334,0.005742114968597889
31,0.18288545538675097,0.17387875340195036,0.2036895182658762,0.02141009084880352,0.041301459074020386,-0.0017762330826371908,0.024081040173768997,0.12120750546455383,-5.7946661399910226e-05
32,0.1823209259359455,0.16986999073036313,0.20033841161369878,0.02100723795592785,0.04116971790790558,0.0025502052158117294,0.023771338164806366,0.1224907636642456,0.004245793912559748
33,0.1814849443376597,0.1705733368870788,0.20584101342414848,0.02117256075143814,0.040726929903030396,0.0049428450874984264,0.02436741627752781,0.12231431156396866,0.007599686738103628
34,0.17975584170035866,0.16868553467996716,0.2007296898045996,0.020838474854826927,0.04054959490895271,0.003271249821409583,0.023731619119644165,0.12047483026981354,0.0051114815287292
35,0.18034925262778875,0.17793314528721896,0.21021796514173882,0.02178332954645157,0.04186519235372543,0.0015805603470653296,0.024670802056789398,0.12366665154695511,0.003915555775165558
36,0.17939868389010719,0.16908543372933793,0.19906212333214762,0.020893413573503494,0.040392231196165085,0.0004403586790431291,0.023577038198709488,0.12056613713502884,0.002535967854782939
37,0.17900727769158703,0.16621295546100548,0.19892198887447382,0.020586160942912102,0.040148794651031494,0.001221782062202692,0.02357167936861515,0.12082786858081818,0.0035762647166848183
38,0.1788714980202705,0.16657345565860587,0.19950911888990225,0.02053147554397583,0.0401829294860363,-0.00016248945030383766,0.023526282981038094,0.12053289264440536,0.0010703294537961483
39,0.1783054837189875,0.16498744741360605,0.19895421121044446,0.020436646416783333,0.040646497160196304,0.0015306698624044657,0.02353590354323387,0.12060411274433136,0.0033402780536562204
40,0.17845037853107715,0.1682807120557339,0.2036572838164616,0.020747020840644836,0.04042377695441246,0.004657221958041191,0.02392955869436264,0.12199141830205917,0.005437218584120274
41,0.1773676720397149,0.1673714256172835,0.20047315892657178,0.020758962258696556,0.0400921069085598,-0.0018750207964330912,0.023704010993242264,0.1200266033411026,1.2580566135511617e-06
42,0.17644018411733192,0.1658420691661579,0.20206879380615367,0.020475653931498528,0.04035847261548042,0.00048553964006714523,0.023765873163938522,0.11939701437950134,0.002153445268049836
43,0.17639468075249082,0.16525078338520202,0.19801327772438526,0.020432893186807632,0.040283069014549255,0.0015132813714444637,0.023384306579828262,0.12048347294330597,0.002590589690953493
44,0.17646309415636557,0.16980650377021778,0.20054481777318772,0.020967693999409676,0.04011140018701553,-0.005184914916753769,0.023695820942521095,0.11984212696552277,-0.0033943799789994955
45,0.17571082894004136,0.1651235398882584,0.19825714660320906,0.02036282978951931,0.039765615016222,0.0004881750501226634,0.023325743153691292,0.12071073055267334,0.0016403552144765854
46,0.17565856289321286,0.16146387788675162,0.1993048555098924,0.02007138542830944,0.0392136313021183,0.00012584650539793074,0.023513834923505783,0.12089388072490692,0.0015987985534593463
47,0.17504149380614367,0.16563332258783445,0.19800142522576272,0.02056434564292431,0.039728641510009766,7.294826355064288e-05,0.02346952259540558,0.12009942531585693,0.0023934347555041313
48,0.1743113325438201,0.16439747022333231,0.19849518566523622,0.020465217530727386,0.03948623687028885,-0.002719887299463153,0.02353035658597946,0.11792328208684921,-0.0011834150645881891
49,0.17408432479218483,0.16213009482859403,0.19770847235950048,0.020066211000084877,0.03918595239520073,-0.0003219560603611171,0.02326864004135132,0.12110204249620438,0.00123752118088305
50,0.1734576167419226,0.16164705132464874,0.19782531825238026,0.020021269097924232,0.039333026856184006,-0.002075659576803446,0.02330230176448822,0.12118075788021088,-0.0008449054439552128
51,0.17269192507095593,0.15991150773607746,0.19600070162907543,0.019908076152205467,0.039497315883636475,0.0005912295309826732,0.023172223940491676,0.12171917408704758,0.002211002167314291
52,0.17300599955694157,0.16547666934328675,0.20104602564301266,0.020564081147313118,0.03935392573475838,9.406504432263318e-06,0.02376999892294407,0.11986232548952103,0.0025167374406009912
53,0.17243697811417422,0.16226939867900506,0.19796016003511496,0.020057164132595062,0.038607072085142136,0.0023621120490133762,0.023236600682139397,0.11963570863008499,0.0026386133395135403
54,0.1715701074981767,0.16128945080101925,0.19733580578143564,0.020054953172802925,0.03878648579120636,-0.0008516770321875811,0.0232855137437582,0.1189393401145935,0.0014427119167521596
55,0.1712548382380549,0.15945157957067344,0.20044686286491437,0.020006263628602028,0.03825181722640991,0.003569839522242546,0.023748671635985374,0.11936397850513458,0.005921793635934591
56,0.17150442980708,0.1614625632920273,0.20180258842422658,0.020145980641245842,0.038247525691986084,-0.001141801243647933,0.023766225203871727,0.11951573938131332,-0.00021323088731151074
57,0.17067480863811135,0.1599963339519249,0.19861117479135126,0.019994676113128662,0.03807246685028076,-0.0022161894012242556,0.02346789464354515,0.11854146420955658,-0.0004595392383635044
58,0.16990902680967224,0.16164849975141057,0.20087650105757202,0.020329764112830162,0.0381348542869091,-0.0034657802898436785,0.02385999634861946,0.11991044878959656,-0.0018341871909797192
59,0.16973166518778843,0.15715359016998717,0.19496800502974715,0.01962483860552311,0.03811775520443916,0.0023342862259596586,0.023036077618598938,0.11902333050966263,0.003954087849706411
60,0.17019162285289174,0.15870674021063927,0.19910233782841855,0.01975773274898529,0.038226332515478134,0.0008457590593025088,0.023370487615466118,0.11988884955644608,0.001928102457895875
61,0.16874581729731455,0.158418299062866,0.19902679136635473,0.019918134436011314,0.037996768951416016,0.001746756723150611,0.023664260283112526,0.11938146501779556,0.0037846416234970093
62,0.16974038148947987,0.15645489913118651,0.1978261074013758,0.019572319462895393,0.03814294561743736,0.0013128509745001793,0.02338842675089836,0.12278293818235397,0.002919399179518223
63,0.16900554824103,0.15627625220849395,0.19798069711049532,0.019643407315015793,0.037797532975673676,-0.0005433876067399979,0.023411039263010025,0.1207553893327713,0.0016956104664132
64,0.16855852437227553,0.1570632144215628,0.19944148580699958,0.01967569626867771,0.03777579963207245,-0.002745471429079771,0.023500308394432068,0.11945009231567383,-0.0009684818214736879
65,0.16772969075570157,0.1566309213916719,0.1974189233584892,0.019539762288331985,0.03782454878091812,0.0004641099367290735,0.023203691467642784,0.1205219104886055,0.002350765047594905
66,0.16741047834086284,0.1565254093741712,0.19784067421151488,0.01954764686524868,0.03828633576631546,-4.2707677494036034e-05,0.023272782564163208,0.12062693387269974,0.0003209433052688837
67,0.16681105159919113,0.15610660832892773,0.20135730529991572,0.019583500921726227,0.03759876638650894,-0.00086087582167238,0.02370714396238327,0.12071354687213898,0.001065798569470644
68,0.1667044009501909,0.15972933710638243,0.20114805740648067,0.020017053931951523,0.037733253091573715,-0.0023293779231607914,0.02376396209001541,0.1177053228020668,-0.0003628359118010849
69,0.16651250993958536,0.1546723743239425,0.19763077247962857,0.019387198612093925,0.03740956634283066,-0.0008309008553624153,0.02328481525182724,0.11867839843034744,0.00016728590708225965
70,0.16714888293625957,0.1536779234580738,0.19887485807674044,0.019185658544301987,0.03741409629583359,0.0014226771891117096,0.023234816268086433,0.11821887642145157,0.0028785348404198885
71,0.16584983460187525,0.1544611108293386,0.19944221906413967,0.019527148455381393,0.03729305788874626,0.002592318458482623,0.02364274673163891,0.11998924612998962,0.0038623004220426083
72,0.1654613859872814,0.154507152015944,0.20152590075045224,0.01940065063536167,0.03788837417960167,0.0027234212029725313,0.02369726449251175,0.12086233496665955,0.004456656984984875
73,0.16537688757882285,0.15324139481245455,0.1990259281115844,0.0192545298486948,0.03713402524590492,-8.690752292750403e-05,0.02340245619416237,0.11888288706541061,0.0009367290185764432
74,0.16461802319382188,0.1581058184745639,0.20241843323979603,0.019969971850514412,0.0392896793782711,-0.0009551544208079576,0.024001723155379295,0.11980296671390533,-0.00045321189099922776
75,0.16506615108004632,0.15167783696437442,0.1974241643794031,0.019087912514805794,0.037274643778800964,-2.8938819014001638e-05,0.023249758407473564,0.11660510301589966,0.0019645823631435633
76,0.1648060825602685,0.15203399212984028,0.19664226679893948,0.0190849918872118,0.037232011556625366,0.0016582994721829891,0.023159299045801163,0.11703464388847351,0.002886825939640403
77,0.16399827249693155,0.15199836126243457,0.1955933397848334,0.019094709306955338,0.037775445729494095,-0.001686733914539218,0.02304791286587715,0.11836361140012741,0.000645953812636435
78,0.16400134718994316,0.15148268797405362,0.19912379065015973,0.019099470227956772,0.03691699728369713,0.0009302257094532251,0.023439457640051842,0.1182558462023735,0.0031388686038553715
79,0.16362233399424875,0.15418017346330234,0.19984100982796826,0.019313348457217216,0.03747817501425743,6.566300726262853e-05,0.023463107645511627,0.1181747242808342,0.0016544526442885399
