"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777944418_5e1043a2","1777944901.6561482","1777946101.1188397","1199.4626915454865","600","25.505664825439453","0.0","band_gp_bo","4","641","14","12","525","49","27","50","99","119.1758214027933","6.3965895386888505"
