run_id,timestamp,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error,mae,start_temp
run_1779949034_636140d7,1779949515.6946824,1.0,4.0,44.0,23.86095428466797,0.0,20.34357261657715,-100.0,-100.0,0.0,23.400146484375,569.3451393750147,23.86095428466797,23.86095428466797
run_1779949034_636140d7,1779949517.4045842,1.0,4.0,44.0,23.816524505615234,0.0,20.293590545654297,-100.0,-100.0,0.0,30.511402130126953,567.226839526571,23.816524505615234,23.86095428466797
run_1779949034_636140d7,1779949519.4084582,1.0,4.0,44.0,23.772083282470703,0.0,20.243593215942383,-100.0,-100.0,0.0,37.32910919189453,565.1119435887231,23.772083282470703,23.86095428466797
run_1779949034_636140d7,1779949521.4080045,1.0,4.0,44.0,23.772083282470703,0.0,20.243593215942383,-100.0,-100.0,0.0,33.768306732177734,565.1119435887231,23.772083282470703,23.86095428466797
run_1779949034_636140d7,1779949523.4011264,1.0,4.0,44.0,23.638790130615234,0.0,20.093637466430664,-100.0,-100.0,0.0,40.0,558.7923988392722,23.638790130615234,23.86095428466797
run_1779949034_636140d7,1779949525.3965335,1.0,4.0,44.0,23.59433364868164,0.0,20.043624877929688,-100.0,-100.0,0.0,40.0,556.6925803253107,23.59433364868164,23.86095428466797
run_1779949034_636140d7,1779949527.409044,1.0,4.0,44.0,23.416608810424805,0.0,19.843685150146484,-100.0,-100.0,0.0,40.0,548.3375681804646,23.416608810424805,23.86095428466797
run_1779949034_636140d7,1779949529.4036107,1.0,4.0,44.0,23.37218475341797,0.0,19.79370880126953,-100.0,-100.0,0.0,40.0,546.2590201479034,23.37218475341797,23.86095428466797
run_1779949034_636140d7,1779949531.3989575,1.0,4.0,44.0,23.194446563720703,0.0,19.593751907348633,-100.0,-100.0,0.0,40.0,537.9823513972951,23.194446563720703,23.86095428466797
run_1779949034_636140d7,1779949533.4079483,1.0,4.0,44.0,23.14999771118164,0.0,19.543746948242188,-100.0,-100.0,0.0,40.0,535.9223940277152,23.14999771118164,23.86095428466797
run_1779949034_636140d7,1779949535.4008288,1.0,4.0,44.0,22.97231674194336,0.0,19.343856811523438,-100.0,-100.0,0.0,40.0,527.7273364921712,22.97231674194336,23.86095428466797
run_1779949034_636140d7,1779949537.4092188,1.0,4.0,44.0,22.927886962890625,0.0,19.293872833251953,-100.0,-100.0,0.0,40.0,525.6880005830899,22.927886962890625,23.86095428466797
run_1779949034_636140d7,1779949539.398355,1.0,4.0,44.0,22.750158309936523,0.0,19.09392738342285,-100.0,-100.0,0.0,40.0,517.5697031271739,22.750158309936523,23.86095428466797
run_1779949034_636140d7,1779949541.4090452,1.0,4.0,44.0,22.705760955810547,0.0,19.043981552124023,-100.0,-100.0,0.0,40.0,515.5515805824107,22.705760955810547,23.86095428466797
run_1779949034_636140d7,1779949543.4001606,1.0,4.0,44.0,22.572484970092773,0.0,18.894044876098633,-100.0,-100.0,0.0,40.0,509.51707772506415,22.572484970092773,23.86095428466797
run_1779949034_636140d7,1779949545.4074788,1.0,4.0,44.0,22.528078079223633,0.0,18.844087600708008,-100.0,-100.0,0.0,40.0,507.51430194359637,22.528078079223633,23.86095428466797
run_1779949034_636140d7,1779949547.400602,1.0,4.0,44.0,22.394840240478516,0.0,18.694194793701172,-100.0,-100.0,0.0,40.0,501.5288693965558,22.394840240478516,23.86095428466797
run_1779949034_636140d7,1779949549.3979182,1.0,4.0,44.0,22.350419998168945,0.0,18.644222259521484,-100.0,-100.0,0.0,40.0,499.5412740945503,22.350419998168945,23.86095428466797
run_1779949034_636140d7,1779949551.3943045,1.0,4.0,44.0,22.261592864990234,0.0,18.54429054260254,-100.0,-100.0,0.0,40.0,495.5785168865841,22.261592864990234,23.86095428466797
run_1779949034_636140d7,1779949553.4038694,1.0,4.0,44.0,22.172725677490234,0.0,18.44431495666504,-100.0,-100.0,0.0,40.0,491.6297639692348,22.172725677490234,23.86095428466797
run_1779949034_636140d7,1779949555.3983665,1.0,4.0,44.0,22.083904266357422,0.0,18.344392776489258,-100.0,-100.0,0.0,40.0,487.69882764563954,22.083904266357422,23.86095428466797
run_1779949034_636140d7,1779949557.4084942,1.0,4.0,44.0,21.995086669921875,0.0,18.24447250366211,-100.0,-100.0,0.0,40.0,483.78383761737496,21.995086669921875,23.86095428466797
run_1779949034_636140d7,1779949559.397515,1.0,4.0,44.0,21.950687408447266,0.0,18.194522857666016,-100.0,-100.0,0.0,40.0,481.83267770336533,21.950687408447266,23.86095428466797
run_1779949034_636140d7,1779949561.3958364,1.0,4.0,44.0,21.86184310913086,0.0,18.094573974609375,-100.0,-100.0,0.0,40.0,477.94018412825244,21.86184310913086,23.86095428466797
run_1779949034_636140d7,1779949563.4093988,1.0,4.0,44.0,21.817445755004883,0.0,18.044626235961914,-100.0,-100.0,0.0,40.0,476.0009392725806,21.817445755004883,23.86095428466797
run_1779949034_636140d7,1779949565.4073,1.0,4.0,44.0,21.7286376953125,0.0,17.944717407226562,-100.0,-100.0,0.0,40.0,472.1336960941553,21.7286376953125,23.86095428466797
run_1779949034_636140d7,1779949567.405371,1.0,4.0,44.0,21.684242248535156,0.0,17.894771575927734,-100.0,-100.0,0.0,40.0,470.206361893157,21.684242248535156,23.86095428466797
run_1779949034_636140d7,1779949569.4003422,1.0,4.0,44.0,21.59540557861328,0.0,17.794830322265625,-100.0,-100.0,0.0,40.0,466.36154210480163,21.59540557861328,23.86095428466797
run_1779949034_636140d7,1779949571.3951054,1.0,4.0,44.0,21.551025390625,0.0,17.744903564453125,-100.0,-100.0,0.0,40.0,464.44669538736343,21.551025390625,23.86095428466797
run_1779949034_636140d7,1779949573.4039474,1.0,4.0,44.0,21.551025390625,0.0,17.744903564453125,-100.0,-100.0,0.0,40.0,464.44669538736343,21.551025390625,23.86095428466797
run_1779949034_636140d7,1779949575.4022186,1.0,4.0,44.0,21.417802810668945,0.0,17.595027923583984,-100.0,-100.0,0.0,40.0,458.7222772366986,21.417802810668945,23.86095428466797
run_1779949034_636140d7,1779949577.3990333,1.0,4.0,44.0,21.373382568359375,0.0,17.545055389404297,-100.0,-100.0,0.0,40.0,456.8214824134484,21.373382568359375,23.86095428466797
run_1779949034_636140d7,1779949579.407286,1.0,4.0,44.0,21.329004287719727,0.0,17.49513053894043,-100.0,-100.0,0.0,40.0,454.9264239055665,21.329004287719727,23.86095428466797
run_1779949034_636140d7,1779949581.4065464,1.0,4.0,44.0,21.240196228027344,0.0,17.395221710205078,-100.0,-100.0,0.0,40.0,451.145935805107,21.240196228027344,23.86095428466797
run_1779949034_636140d7,1779949583.398919,1.0,4.0,44.0,21.240196228027344,0.0,17.395221710205078,-100.0,-100.0,0.0,40.0,451.145935805107,21.240196228027344,23.86095428466797
run_1779949034_636140d7,1779949585.3953097,1.0,4.0,44.0,21.151405334472656,0.0,17.295330047607422,-100.0,-100.0,0.0,40.0,447.38194762315834,21.151405334472656,23.86095428466797
