run_id,end_idx,next_idx,elapsed_s,next_elapsed_s,dt_to_next_s,n_pid_substeps,pid_period_s,control_mode,pid_substep_temp_mode,temp_ref,kp,ki,kd,pid_selector_idx,real_temp_t,pred_temp_t,real_temp_t1,pred_temp_t1,prediction_temp_t1,real_delta_t1,pred_delta_t1,prediction_delta_t1,error_temp_t1,abs_error_temp_t1,prediction_error_temp_t1,prediction_abs_error_temp_t1,error_delta_t1,abs_error_delta_t1,prediction_error_delta_t1,prediction_abs_error_delta_t1,u,u_p,u_i,u_d,u_norm,u_p_norm,u_i_norm,u_d_norm,diff_out,diff_filter_out,diff_prev_value,pid_i_state,pid_d_state
run_1778846308_79d0fbfa,510,511,1079.078625202179,1081.0749022960663,1.996277093887329,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.013320480546099134,0.0498270988464355,0.013326865642284247,0.04397336021065707,0.0,6.3850961851130705e-06,-0.005853738635778427,-0.03650023320415125,0.03650023320415125,-0.005853738635778427,0.005853738635778427,6.3850961851130705e-06,6.3850961851130705e-06,-0.005853738635778427,0.005853738635778427,15.982945348354338,-0.08325300341311959,16.17464192619204,-0.10844357442458515,0.15982945348354338,-0.0008325300341311959,0.16174641926192043,-0.0010844357442458515,0.0003098387840702433,3.098387840702433e-05,0.013320480546099134,0.16174641926192043,-0.0010844357442458515
run_1778846308_79d0fbfa,511,512,1081.0749022960663,1083.2439115047455,2.169009208679199,22,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.013326865642284247,0.005744457244873,0.013311576999967656,0.043714318424463224,-0.0440826416015625,-1.5288642316590995e-05,-0.006112780421972275,0.007567119755094656,0.007567119755094656,0.037969861179590225,0.037969861179590225,0.04406735295924591,0.04406735295924591,0.037969861179590225,0.037969861179590225,15.988886991255777,-0.08329291026427654,16.16940113103743,-0.09722122951737426,0.15988886991255777,-0.0008329291026427654,0.16169401131037428,-0.0009722122951737426,0.0002777749414782122,2.7777494147821215e-05,0.013326865642284247,0.16169401131037428,-0.0009722122951737426
run_1778846308_79d0fbfa,512,513,1083.2439115047455,1085.0690350532532,1.8251235485076904,18,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.013311576999967656,0.0498270988464355,0.013206784532940219,0.027914300560951184,0.0440826416015625,-0.00010479246702743694,0.022169843316078186,-0.03662031431349528,0.03662031431349528,-0.021912798285484314,0.021912798285484314,-0.04418743406858994,0.04418743406858994,-0.021912798285484314,0.021912798285484314,15.993333010456414,-0.08319735624979785,16.165118126854665,-0.08858776014845009,0.15993333010456415,-0.0008319735624979785,0.16165118126854663,-0.0008858776014845009,0.00025310788613842883,2.5310788613842885e-05,0.013311576999967656,0.16165118126854663,-0.0008858776014845009
run_1778846308_79d0fbfa,513,514,1085.0690350532532,1087.0727982521057,2.003763198852539,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.013206784532940219,0.0498270988464355,0.013071481931092421,0.03817877918481822,0.0,-0.00013530260184779763,-0.011648319661617279,-0.03675561691534308,0.03675561691534308,-0.011648319661617279,0.011648319661617279,-0.00013530260184779763,0.00013530260184779763,-0.011648319661617279,0.011648319661617279,15.999384149809847,-0.08254240333087637,16.160396696662684,-0.07847014352196025,0.15999384149809848,-0.0008254240333087637,0.16160396696662685,-0.0007847014352196024,0.00022420041006274356,2.2420041006274357e-05,0.013206784532940219,0.16160396696662685,-0.0007847014352196024
run_1778846308_79d0fbfa,514,515,1087.0727982521057,1089.0690157413483,1.9962174892425537,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.013071481931092421,0.005744457244873,0.01289474665054513,0.040611475706100415,-0.0440826416015625,-0.00017673528054729104,-0.009215623140335083,0.00715028940567213,0.00715028940567213,0.03486701846122742,0.03486701846122742,0.04390590632101521,0.04390590632101521,0.03486701846122742,0.03486701846122742,16.005194657045667,-0.08169676206932763,16.15572363719924,-0.06883221808424779,0.16005194657045665,-0.0008169676206932763,0.1615572363719924,-0.0006883221808424779,0.00019666348024070798,1.96663480240708e-05,0.013071481931092421,0.1615572363719924,-0.0006883221808424779
run_1778846308_79d0fbfa,515,516,1089.0690157413483,1091.0762507915497,2.007235050201416,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.01289474665054513,0.005744457244873,0.01267647065787969,0.020879708230495404,0.0,-0.00021827599266543984,0.015135250985622406,0.00693201341300669,0.00693201341300669,0.015135250985622404,0.015135250985622404,-0.00021827599266543984,0.00021827599266543984,0.015135250985622406,0.015135250985622406,16.011067148007992,-0.08059216656590706,16.151113760661797,-0.0594544460878966,0.16011067148007993,-0.0008059216656590706,0.16151113760661798,-0.000594544460878966,0.00016986984596541885,1.6986984596541884e-05,0.01289474665054513,0.16151113760661798,-0.000594544460878966
run_1778846308_79d0fbfa,516,517,1091.0762507915497,1093.0708034038544,1.9945526123046875,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.01267647065787969,0.005744457244873,0.01241934733798189,0.014657657593488646,0.0,-0.0002571233198978007,0.008913200348615646,0.00667489009310889,0.00667489009310889,0.008913200348615646,0.008913200348615646,-0.0002571233198978007,0.0002571233198978007,0.008913200348615646,0.008913200348615646,16.01704368347397,-0.07922794161174807,16.146581917869764,-0.05031029278404726,0.1601704368347397,-0.0007922794161174807,0.16146581917869765,-0.0005031029278404726,0.00014374369366870646,1.4374369366870647e-05,0.01267647065787969,0.16146581917869765,-0.0005031029278404726
run_1778846308_79d0fbfa,517,518,1093.0708034038544,1095.1864659786224,2.1156625747680664,21,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.01241934733798189,0.005744457244873,0.012130085938679258,0.012424163520336104,0.0,-0.0002892613993026316,0.006679706275463104,0.006385628693806258,0.006385628693806258,0.006679706275463104,0.006679706275463104,-0.0002892613993026316,0.0002892613993026316,0.006679706275463104,0.006679706275463104,16.0230858556842,-0.07762092086238681,16.14192000070084,-0.04121322415424827,0.16023085855684202,-0.0007762092086238681,0.16141920000700838,-0.0004121322415424827,0.0001177520690121379,1.1775206901213791e-05,0.01241934733798189,0.16141920000700838,-0.0004121322415424827
run_1778846308_79d0fbfa,518,519,1095.1864659786224,1097.0830438137054,1.8965778350830078,19,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.012130085938679258,0.0498270988464355,0.011795316393090616,0.010297570377588225,0.0440826416015625,-0.00033476954558864236,0.004553113132715225,-0.03803178245334488,0.03803178245334488,-0.039529528468847275,0.039529528468847275,-0.04441741114715114,0.04441741114715114,-0.039529528468847275,0.039529528468847275,16.029143361661983,-0.07581303711674536,16.13780031614422,-0.032843917365490485,0.16029143361661982,-0.0007581303711674536,0.16137800316144219,-0.00032843917365490483,9.383976390140138e-05,9.383976390140138e-06,0.012130085938679258,0.16137800316144219,-0.00032843917365490483
run_1778846308_79d0fbfa,519,520,1097.0830438137054,1099.1132023334503,2.030158519744873,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.011795316393090616,0.005744457244873,0.01142720549933074,0.023172492161393117,-0.0440826416015625,-0.0003681108937598765,-0.02665460668504238,0.005682748254457739,0.005682748254457739,0.01742803491652012,0.01742803491652012,0.043714530707802624,0.043714530707802624,0.01742803491652012,0.01742803491652012,16.035478068997712,-0.07372072745681635,16.133583486316844,-0.02438468986231277,0.16035478068997713,-0.0007372072745681635,0.16133583486316844,-0.00024384689862312772,6.967054246375077e-05,6.967054246375077e-06,0.011795316393090616,0.16133583486316844,-0.00024384689862312772
run_1778846308_79d0fbfa,520,521,1099.1132023334503,1101.1791999340057,2.06599760055542,21,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.01142720549933074,0.005744457244873,0.011025794235592912,0.013574376702308608,0.0,-0.00040141126373782754,0.007829919457435608,0.005281336990719912,0.005281336990719912,0.007829919457435608,0.007829919457435608,-0.00040141126373782754,0.00040141126373782754,0.007829919457435608,0.007829919457435608,16.04175305463154,-0.07142003437081712,16.12929399476304,-0.016120905760683164,0.16041753054631538,-0.0007142003437081712,0.1612929399476304,-0.00016120905760683163,4.605973074480904e-05,4.605973074480904e-06,0.01142720549933074,0.1612929399476304,-0.00016120905760683163
run_1778846308_79d0fbfa,521,522,1101.1791999340057,1103.1287758350372,1.9495759010314941,19,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.011025794235592912,0.005744457244873,0.010590691446395795,0.009806063026189757,0.0,-0.0004351027891971171,0.004061605781316757,0.004846234201522795,0.004846234201522795,0.004061605781316757,0.004061605781316757,-0.0004351027891971171,0.0004351027891971171,0.004061605781316757,0.004061605781316757,16.048400359835046,-0.0689112139724557,16.125549355651156,-0.008237781843654172,0.16048400359835047,-0.000689112139724557,0.16125549355651156,-8.237781843654172e-05,2.3536519553297635e-05,2.3536519553297634e-06,0.011025794235592912,0.16125549355651156,-8.237781843654172e-05
run_1778846308_79d0fbfa,522,523,1103.1287758350372,1105.0943365097046,1.9655606746673584,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.010590691446395795,0.0498270988464355,0.01012583848887516,0.011440288275480224,0.0440826416015625,-0.00046485295752063394,0.0056958310306072235,-0.03970126035756034,0.03970126035756034,-0.038386810570955276,0.038386810570955276,-0.044547494559083134,0.044547494559083134,-0.038386810570955276,0.038386810570955276,16.055041961784493,-0.06619182153997372,16.121763179672918,-0.0005293963484503212,0.16055041961784494,-0.0006619182153997372,0.16121763179672918,-5.293963484503212e-06,1.5125609955723463e-06,1.5125609955723463e-07,0.010590691446395795,0.16121763179672918,-5.293963484503212e-06
run_1778846308_79d0fbfa,523,524,1105.0943365097046,1107.074946641922,1.9806101322174072,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.0498270988464355,0.01012583848887516,0.005744457244873,0.009630359919810871,0.02327149361371989,-0.0440826416015625,-0.0004954785690642893,-0.026555605232715607,0.0038859026749378713,0.0038859026749378713,0.017527036368846893,0.017527036368846893,0.04358716303249821,0.04358716303249821,0.017527036368846893,0.017527036368846893,16.06177372035093,-0.06328649055546975,16.11814318879314,0.0069170221132609745,0.16061773720350933,-0.0006328649055546975,0.1611814318879314,6.917022113260974e-05,-1.9762920323602786e-05,-1.9762920323602786e-06,0.01012583848887516,0.1611814318879314,6.917022113260974e-05
run_1778846308_79d0fbfa,524,525,1107.074946641922,1109.0868380069733,2.0118913650512695,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.009630359919810871,0.005744457244873,0.009105511162033508,0.013057671487331344,0.0,-0.0005248487577773631,0.0073132142424583435,0.0033610539171605083,0.0033610539171605083,0.0073132142424583435,0.0073132142424583435,-0.0005248487577773631,0.0005248487577773631,0.0073132142424583435,0.0073132142424583435,16.068650973138126,-0.060189749498817946,16.114700331678964,0.014140390957980309,0.16068650973138127,-0.0006018974949881795,0.16114700331678963,0.0001414039095798031,-4.040111702280088e-05,-4.040111702280088e-06,0.009630359919810871,0.16114700331678963,0.0001414039095798031
run_1778846308_79d0fbfa,525,526,1109.0868380069733,1111.0700151920319,1.9831771850585938,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.009105511162033508,0.005744457244873,0.008555803542094509,0.00899498909711833,0.0,-0.0005497076199389994,0.003250531852245331,0.002811346297221509,0.002811346297221509,0.003250531852245331,0.003250531852245331,-0.0005497076199389994,0.0005497076199389994,0.003250531852245331,0.003250531852245331,16.075677676130425,-0.05690944476270943,16.111445108183318,0.021142012709818726,0.16075677676130426,-0.0005690944476270943,0.16111445108183317,0.00021142012709818726,-6.040575059948207e-05,-6.040575059948207e-06,0.009105511162033508,0.16111445108183317,0.00021142012709818726
run_1778846308_79d0fbfa,526,527,1111.0700151920319,1113.0711665153503,2.0011513233184814,20,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.008555803542094509,0.005744457244873,0.0079802014292909,0.007838141173124267,0.0,-0.0005756021128036082,0.0020936839282512665,0.0022357441844179007,0.0022357441844179007,0.0020936839282512665,0.0020936839282512665,-0.0005756021128036082,0.0005756021128036082,0.0020936839282512665,0.0020936839282512665,16.082783896673984,-0.05347377213809068,16.108386405358296,0.02787126345377669,0.16082783896673983,-0.0005347377213809068,0.16108386405358296,0.0002787126345377669,-7.963218129650484e-05,-7.963218129650484e-06,0.008555803542094509,0.16108386405358296,0.0002787126345377669
run_1778846308_79d0fbfa,527,528,1113.0711665153503,1115.193466424942,2.122299909591675,21,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.0079802014292909,0.005744457244873,0.007374010957846622,0.006171673478092951,0.0,-0.000606190471444279,0.0004272162332199514,0.0016295537129736217,0.0016295537129736217,0.0004272162332199514,0.0004272162332199514,-0.000606190471444279,0.000606190471444279,0.0004272162332199514,0.0004272162332199514,16.08971332396675,-0.04987625893306813,16.105390834251196,0.034198748648618674,0.16089713323966748,-0.0004987625893306813,0.16105390834251196,0.00034198748648618676,-9.771071042462479e-05,-9.77107104246248e-06,0.0079802014292909,0.16105390834251196,0.00034198748648618676
run_1778846308_79d0fbfa,528,529,1115.193466424942,1117.0808973312378,1.8874309062957764,19,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.007374010957846622,0.005744457244873,0.0067574865311144094,0.006377637328114314,0.0,-0.0006165244267322123,0.0006331800832413137,0.0010130292862414094,0.0010130292862414094,0.0006331800832413137,0.0006331800832413137,-0.0006165244267322123,0.0006165244267322123,0.0006331800832413137,0.0006331800832413137,16.097583969350744,-0.046087568486541386,16.102886433275216,0.04078510456206979,0.16097583969350743,-0.00046087568486541386,0.16102886433275215,0.0004078510456206979,-0.00011652887017734226,-1.1652887017734226e-05,0.007374010957846622,0.16102886433275215,0.0004078510456206979
run_1778846308_79d0fbfa,529,530,1117.0808973312378,1119.4315793514252,2.350682020187378,24,0.1,pid_substep,hold,0.0,16.0,105.0,56.0,,0.005744457244873,0.0067574865311144094,0.005744457244873,0.006084330241264979,0.005125686468090815,0.0,-0.0006731562898494303,-0.0006187707767821848,0.0003398729963919791,0.0003398729963919791,-0.0006187707767821848,0.0006187707767821848,-0.0006731562898494303,0.0006731562898494303,-0.0006187707767821848,0.0006187707767821848,16.10352976771704,-0.04223429081946506,16.09998746865439,0.04577658988211067,0.16103529767717037,-0.0004223429081946506,0.16099987468654392,0.0004577658988211067,-0.00013079025680603047,-1.3079025680603048e-05,0.0067574865311144094,0.16099987468654392,0.0004577658988211067
