"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777421466_1381cbe8","1777421951.0391955","1777423150.729807","1199.6906113624573","599","25.150020599365234","0.0","band_gp_bo","7","966","1","13","544","5","27","53","11","149.50447171519994","7.653629378058403"
