run_id,start_ts,end_ts,duration_s,num_samples,start_temp,temp_ref,pid_source,far_kp,far_ki,far_kd,mid_kp,mid_ki,mid_kd,near_kp,near_ki,near_kd,mse,mae,cost,tail_mae,overshoot
run_1780118326_d451c64a,1780118807.7519743,1780120007.4686646,1199.7166903018951,601,23.905399322509766,0.0,schedule[7],19,926,1,19,439,49,1,17,1,86.43707196746341,5.620406737327576,9.543204336041079,1.0840015229378037,0.9197392463684082
