"run_id","start_ts","end_ts","duration_s","num_samples","kp","ki","kd","mse","cost","tail_mae","tail_start_index","overshoot"
"run_1775516417_180b6a6a","1775516418.731826","1775517315.170143","896.438316822052","357","6.0","997.0","16.0","179.60146088425333","13.991379631104403","0.6367847974910292","185","0.7434768676757812"
