run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,weighted_approach_speed,brake_penalty,mean_brake_weight,tail_mae,jitter_std,overshoot,mean_sq_overshoot,max_overshoot
run_1780112737_aca75265,far,19.0,926.0,1.0,17.551406184849164,141,23.949857711791992,0.0,1197.7066721916199,18.200629261368555,281.7030518054962,,,,,,,,,,
run_1780112737_aca75265,mid,20.0,436.0,48.0,3.146918456128813,59,23.949857711791992,0.0,1197.7066721916199,,,6.263994911969719,0.060222184953682714,0.024309033076290662,0.001492100014395334,0.43260566147222934,,,,,
run_1780112737_aca75265,near,1.0,17.0,1.0,10.213733805426092,400,23.949857711791992,0.0,1197.7066721916199,,,,,,,,1.0972845412248018,1.0730694099383666,1.556533132059854,0.1185484477010333,0.9637908935546876
