rank,candidate_id,step,elapsed_s,temp,temp_ref,error,kp,ki,kd,u,u_p,u_i,u_d,diff_out,pred_delta
1,394,37,74.0,26.932780366332736,0.0,-26.932780366332736,6.0,936.0,17.0,-100.0,-100.0,0.0,1.4904089732168255,-0.005260266964294678,-0.0069719888269901276
1,394,38,76.0,26.923647835792508,0.0,-26.923647835792508,6.0,936.0,17.0,-100.0,-100.0,0.0,1.4380367971186105,-0.00507542398983039,-0.00913253054022789
1,394,39,78.0,26.917416859359946,0.0,-26.917416859359946,6.0,936.0,17.0,-100.0,-100.0,0.0,1.4184875364612153,-0.005006426599274878,-0.006230976432561874
1,394,40,80.0,26.90788207197329,0.0,-26.90788207197329,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3634318841804278,-0.00481211253240151,-0.009534787386655807
1,394,41,82.0,26.90083357313415,0.0,-26.90083357313415,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3561801033555303,-0.004786518011843048,-0.007048498839139938
1,394,42,84.0,26.89043412724277,0.0,-26.89043412724277,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3175973817387778,-0.00465034370025451,-0.01039944589138031
1,394,43,86.0,26.88096791499993,0.0,-26.88096791499993,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3258542860827374,-0.004679485715586132,-0.00946621224284172
1,394,44,88.0,26.868857737572398,0.0,-26.868857737572398,6.0,936.0,17.0,-100.0,-100.0,0.0,1.321303786073156,-0.004663425127317021,-0.012110177427530289
1,394,45,90.0,26.85621248552343,0.0,-26.85621248552343,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3512408707007646,-0.004769085426002699,-0.012645252048969269
1,394,46,92.0,26.841752204985823,0.0,-26.841752204985823,6.0,936.0,17.0,-100.0,-100.0,0.0,1.3852138791391155,-0.004888990161667467,-0.014460280537605286
1,394,47,94.0,26.825858652533498,0.0,-26.825858652533498,6.0,936.0,17.0,-100.0,-100.0,0.0,1.4393232659203226,-0.005079964467954079,-0.01589355245232582
1,394,48,96.0,26.808507073612418,0.0,-26.808507073612418,6.0,936.0,17.0,-100.0,-100.0,0.0,1.5067313162079303,-0.005317875233675049,-0.017351578921079636
1,394,49,98.0,26.789308562816586,0.0,-26.789308562816586,6.0,936.0,17.0,-100.0,-100.0,0.0,1.5864883084459385,-0.00559937050039743,-0.01919851079583168
1,394,50,100.0,26.768999166728463,0.0,-26.768999166728463,6.0,936.0,17.0,-100.0,-100.0,0.0,1.6824252732804572,-0.005937971552754556,-0.02030939608812332
1,394,51,102.0,26.746660297678318,0.0,-26.746660297678318,6.0,936.0,17.0,-100.0,-100.0,0.0,1.7835187416401475,-0.006294772029318168,-0.02233886905014515
1,394,52,104.0,26.723462309630122,0.0,-26.723462309630122,6.0,936.0,17.0,-100.0,-100.0,0.0,1.9011079833300402,-0.006709792882341319,-0.02319798804819584
1,394,53,106.0,26.69835847237846,0.0,-26.69835847237846,6.0,936.0,17.0,-100.0,-100.0,0.0,2.018545650464329,-0.00712427876634469,-0.025103837251663208
1,394,54,108.0,26.672456977830734,0.0,-26.672456977830734,6.0,936.0,17.0,-100.0,-100.0,0.0,2.1493277870400043,-0.007585862777788251,-0.025901494547724724
1,394,55,110.0,26.644954286457505,0.0,-26.644954286457505,6.0,936.0,17.0,-100.0,-100.0,0.0,2.2779082760276435,-0.00803967626833286,-0.027502691373229027
1,394,56,112.0,26.616712469549384,0.0,-26.616712469549384,6.0,936.0,17.0,-100.0,-100.0,0.0,2.4148464906237526,-0.008522987613966184,-0.02824181690812111
1,394,57,114.0,26.58714199246606,0.0,-26.58714199246606,6.0,936.0,17.0,-100.0,-100.0,0.0,2.5482419599795083,-0.008993795152868852,-0.029570477083325386
1,394,58,116.0,26.55655296513578,0.0,-26.55655296513578,6.0,936.0,17.0,-100.0,-100.0,0.0,2.6860256622487424,-0.00948009057264262,-0.03058902733027935
1,394,59,118.0,26.524175289960112,0.0,-26.524175289960112,6.0,936.0,17.0,-100.0,-100.0,0.0,2.8237848789082207,-0.00996629957261725,-0.03237767517566681
1,394,60,120.0,26.485010228992905,0.0,-26.485010228992905,6.0,936.0,17.0,-100.0,-100.0,0.0,2.971440582221807,-0.010487437349018143,-0.039165060967206955
1,394,61,122.0,26.447100020886865,0.0,-26.447100020886865,6.0,936.0,17.0,-100.0,-100.0,0.0,3.1924310647171272,-0.011267403757825156,-0.037910208106040955
1,394,62,124.0,26.406587023229804,0.0,-26.406587023229804,6.0,936.0,17.0,-100.0,-100.0,0.0,3.376179225628674,-0.01191592667868944,-0.04051299765706062
1,394,63,126.0,26.364295035542455,0.0,-26.364295035542455,6.0,936.0,17.0,-100.0,-100.0,0.0,3.575922921973904,-0.012620904430496134,-0.04229198768734932
1,394,64,128.0,26.31740412482759,0.0,-26.31740412482759,6.0,936.0,17.0,-100.0,-100.0,0.0,3.7795260453320974,-0.013339503689407405,-0.04689091071486473
1,394,65,130.0,26.271057944686618,0.0,-26.271057944686618,6.0,936.0,17.0,-100.0,-100.0,0.0,4.022940376487756,-0.0141986130934862,-0.04634618014097214
1,394,66,132.0,26.21881274873158,0.0,-26.21881274873158,6.0,936.0,17.0,-100.0,-100.0,0.0,4.236119557661695,-0.014951010203511864,-0.05224519595503807
1,394,67,134.0,26.168360736162867,0.0,-26.168360736162867,6.0,936.0,17.0,-100.0,-100.0,0.0,4.504941313958877,-0.01589979287279604,-0.050452012568712234
1,394,68,136.0,26.109333820582833,0.0,-26.109333820582833,6.0,936.0,17.0,-100.0,-100.0,0.0,4.725024603393349,-0.01667655742374123,-0.059026915580034256
1,394,69,138.0,26.055304240377154,0.0,-26.055304240377154,6.0,936.0,17.0,-100.0,-100.0,0.0,5.034556549389505,-0.017769023115492368,-0.05402958020567894
1,394,70,140.0,25.98899141320726,0.0,-25.98899141320726,6.0,936.0,17.0,-100.0,-100.0,0.0,5.2501981428041,-0.018530111092249765,-0.06631282716989517
1,394,71,142.0,25.93298771599075,0.0,-25.93298771599075,6.0,936.0,17.0,-100.0,-100.0,0.0,5.603474492466218,-0.019776968796939597,-0.05600369721651077
1,394,72,144.0,25.856662113161292,0.0,-25.856662113161292,6.0,936.0,17.0,-100.0,-100.0,0.0,5.790273338448744,-0.0204362588415838,-0.07632560282945633
1,394,73,146.0,25.80095556745073,0.0,-25.80095556745073,6.0,936.0,17.0,-100.0,-100.0,0.0,6.220993858477801,-0.021956448912274593,-0.05570654571056366
1,394,74,148.0,25.713156025798526,0.0,-25.713156025798526,6.0,936.0,17.0,-100.0,-100.0,0.0,6.345060602391525,-0.022394331537852443,-0.0877995416522026
1,394,75,150.0,25.657448742480483,0.0,-25.657448742480483,6.0,936.0,17.0,-100.0,-100.0,0.0,6.870641278877615,-0.024249322160744526,-0.055707283318042755
1,394,76,152.0,25.55759870627662,0.0,-25.55759870627662,6.0,936.0,17.0,-100.0,-100.0,0.0,6.932747967541726,-0.024468522238382563,-0.09985003620386124
1,394,77,154.0,25.501668948621955,0.0,-25.501668948621955,6.0,936.0,17.0,-100.0,-100.0,0.0,7.55747634835556,-0.026673445935372565,-0.0559297576546669
1,394,78,156.0,25.390579368860926,0.0,-25.390579368860926,6.0,936.0,17.0,-100.0,-100.0,0.0,7.556931575374218,-0.026671523207203122,-0.11108957976102829
1,394,79,158.0,25.331463333161082,0.0,-25.331463333161082,6.0,936.0,17.0,-100.0,-100.0,0.0,8.2668814848161,-0.029177228769939174,-0.05911603569984436
1,394,80,160.0,25.210807684750762,0.0,-25.210807684750762,6.0,936.0,17.0,-100.0,-100.0,0.0,8.239705245585876,-0.02908131263147956,-0.12065564841032028
1,394,81,162.0,25.14918561273953,0.0,-25.14918561273953,6.0,936.0,17.0,-100.0,-100.0,0.0,9.007733928037586,-0.03179200209895619,-0.061622072011232376
1,394,82,164.0,25.018476709665265,0.0,-25.018476709665265,6.0,936.0,17.0,-100.0,-100.0,0.0,8.942165160287985,-0.031560582918663475,-0.13070890307426453
1,394,83,166.0,24.9534908234491,0.0,-24.9534908234491,6.0,936.0,17.0,-100.0,-100.0,0.0,9.77266957073255,-0.03449177495552665,-0.06498588621616364
1,394,84,168.0,24.8133381306543,0.0,-24.8133381306543,6.0,936.0,17.0,-100.0,-100.0,0.0,9.677458923324307,-0.03415573737643873,-0.1401526927947998
1,394,85,170.0,24.74514462047955,0.0,-24.74514462047955,6.0,936.0,17.0,-100.0,-100.0,0.0,10.559457322753591,-0.0372686729038362,-0.06819351017475128
1,394,86,172.0,24.595910370291676,0.0,-24.595910370291676,6.0,936.0,17.0,-100.0,-100.0,0.0,10.430508647816572,-0.036813559933470255,-0.14923425018787384
1,394,87,174.0,24.523946918488946,0.0,-24.523946918488946,6.0,936.0,17.0,-100.0,-100.0,0.0,11.357641854922365,-0.04008579478207894,-0.07196345180273056
1,394,88,176.0,24.367336578608956,0.0,-24.367336578608956,6.0,936.0,17.0,-100.0,-100.0,0.0,11.201110509665309,-0.039533331210583444,-0.15661033987998962
1,394,89,178.0,24.29171945148846,0.0,-24.29171945148846,6.0,936.0,17.0,-100.0,-100.0,0.0,12.149738298772263,-0.04288142928978446,-0.07561712712049484
1,394,90,180.0,24.12734861666104,0.0,-24.12734861666104,6.0,936.0,17.0,-100.0,-100.0,0.0,11.96470754622676,-0.04222837957491798,-0.1643708348274231
1,394,91,182.0,24.048337094427552,0.0,-24.048337094427552,6.0,936.0,17.0,-100.0,-100.0,0.0,12.940449133890276,-0.04567217341373038,-0.07901152223348618
1,394,92,184.0,23.877055384160485,0.0,-23.877055384160485,6.0,936.0,17.0,-100.0,-100.0,0.0,12.723711691800743,-0.04490721773576733,-0.17128171026706696
1,394,93,186.0,23.79489949339768,0.0,-23.79489949339768,6.0,936.0,17.0,-100.0,-100.0,0.0,13.716062335667106,-0.04840963177294273,-0.08215589076280594
1,394,94,188.0,23.61716985696694,0.0,-23.61716985696694,6.0,936.0,17.0,-100.0,-100.0,0.0,13.465838089210427,-0.04752648737368387,-0.17772963643074036
1,394,95,190.0,23.532089777232613,0.0,-23.532089777232613,6.0,936.0,17.0,-100.0,-100.0,0.0,14.470445095436302,-0.05107215916036342,-0.08508007973432541
1,394,96,192.0,23.3491930886521,0.0,-23.3491930886521,6.0,936.0,17.0,-100.0,-100.0,0.0,14.185923356610825,-0.05006796478803821,-0.182896688580513
1,394,97,194.0,23.261397413851228,0.0,-23.261397413851228,6.0,936.0,17.0,-100.0,-100.0,0.0,15.18839192740982,-0.05360608915556407,-0.0877956748008728
1,394,98,196.0,23.073920719267335,0.0,-23.073920719267335,6.0,936.0,17.0,-100.0,-100.0,0.0,14.870361672091917,-0.05248362943091265,-0.18747669458389282
1,394,99,198.0,22.98300687217852,0.0,-22.98300687217852,6.0,936.0,17.0,-100.0,-100.0,0.0,15.866531166789674,-0.05599952176514003,-0.09091384708881378
1,394,100,200.0,22.79215081775328,0.0,-22.79215081775328,6.0,936.0,17.0,-100.0,-100.0,0.0,15.523974701474271,-0.05479049894637979,-0.19085605442523956
1,394,101,202.0,22.69866777950665,0.0,-22.69866777950665,6.0,936.0,17.0,-100.0,-100.0,0.0,16.501321550478266,-0.0582399584134527,-0.09348303824663162
1,394,102,204.0,22.504647850932088,0.0,-22.504647850932088,6.0,936.0,17.0,-100.0,-100.0,0.0,16.13130318190457,-0.05693401123025143,-0.19401992857456207
1,394,103,206.0,22.409466184617486,0.0,-22.409466184617486,6.0,936.0,17.0,-100.0,-100.0,0.0,17.091467052089065,-0.06032282488972612,-0.0951816663146019
1,394,104,208.0,22.21241667115828,0.0,-22.21241667115828,6.0,936.0,17.0,-100.0,-100.0,0.0,16.687032830756642,-0.0588954099909058,-0.19704951345920563
1,394,105,210.0,22.11655613029143,0.0,-22.11655613029143,6.0,936.0,17.0,-100.0,-100.0,0.0,17.633206102601477,-0.06223484506800521,-0.0958605408668518
1,394,106,212.0,21.916291020752396,0.0,-21.916291020752396,6.0,936.0,17.0,-100.0,-100.0,0.0,17.185839363299284,-0.06065590363517394,-0.20026510953903198
1,394,107,214.0,21.820333979965653,0.0,-21.820333979965653,6.0,936.0,17.0,-100.0,-100.0,0.0,18.125847676470492,-0.06397358003460174,-0.09595704078674316
1,394,108,216.0,21.617016173840966,0.0,-21.617016173840966,6.0,936.0,17.0,-100.0,-100.0,0.0,17.632730985381006,-0.06223316818369767,-0.2033178061246872
1,394,109,218.0,21.521192580403294,0.0,-21.521192580403294,6.0,936.0,17.0,-100.0,-100.0,0.0,18.569428379406304,-0.0655391589861399,-0.09582359343767166
1,394,110,220.0,21.31511539214989,0.0,-21.31511539214989,6.0,936.0,17.0,-100.0,-100.0,0.0,18.032279974453484,-0.06364334108630643,-0.2060771882534027
1,394,111,222.0,21.218879945517983,0.0,-21.218879945517983,6.0,936.0,17.0,-100.0,-100.0,0.0,18.96640463412703,-0.06694025164986012,-0.09623544663190842
1,394,112,224.0,21.010865919233765,0.0,-21.010865919233765,6.0,936.0,17.0,-100.0,-100.0,0.0,18.39669340612459,-0.06492950613926327,-0.20801402628421783
1,394,113,226.0,20.91422759735724,0.0,-20.91422759735724,6.0,936.0,17.0,-100.0,-100.0,0.0,19.321002762900864,-0.06819177445729718,-0.09663832187652588
1,394,114,228.0,20.704665131808724,0.0,-20.704665131808724,6.0,936.0,17.0,-100.0,-100.0,0.0,18.722655507508982,-0.06607996061473759,-0.20956246554851532
1,394,115,230.0,20.60751693689963,0.0,-20.60751693689963,6.0,936.0,17.0,-100.0,-100.0,0.0,19.635814950400412,-0.06930287629553088,-0.09714819490909576
1,394,116,232.0,20.397057838679757,0.0,-20.397057838679757,6.0,936.0,17.0,-100.0,-100.0,0.0,19.014004930325026,-0.0671082526952648,-0.21045909821987152
1,394,117,234.0,20.299395210982766,0.0,-20.299395210982766,6.0,936.0,17.0,-100.0,-100.0,0.0,19.910921063808065,-0.07027383904873435,-0.09766262769699097
1,394,118,236.0,20.088320024253335,0.0,-20.088320024253335,6.0,936.0,17.0,-100.0,-100.0,0.0,19.269494550730155,-0.0680099807672829,-0.21107518672943115
1,394,119,238.0,19.990109130681958,0.0,-19.990109130681958,6.0,936.0,17.0,-100.0,-100.0,0.0,20.14997469564846,-0.07111755774934751,-0.0982108935713768
1,394,120,240.0,19.778720989765134,0.0,-19.778720989765134,6.0,936.0,17.0,-100.0,-100.0,0.0,19.49280647893741,-0.06879814051389675,-0.21138814091682434
1,394,121,242.0,19.67930541926762,0.0,-19.67930541926762,6.0,936.0,17.0,-100.0,-100.0,0.0,20.35601576661172,-0.07184476152921783,-0.09941557049751282
1,394,122,244.0,19.468058511556592,0.0,-19.468058511556592,6.0,936.0,17.0,-100.0,-100.0,0.0,19.694709285014333,-0.06951073865299176,-0.21124690771102905
1,394,123,246.0,19.367406375647988,0.0,-19.367406375647988,6.0,936.0,17.0,-100.0,-100.0,0.0,20.536840117729362,-0.07248296512139775,-0.10065213590860367
1,394,124,248.0,19.156271986605134,0.0,-19.156271986605134,6.0,936.0,17.0,-100.0,-100.0,0.0,19.8742114965975,-0.07014427587034412,-0.2111343890428543
1,394,125,250.0,19.054501965583768,0.0,-19.054501965583768,6.0,936.0,17.0,-100.0,-100.0,0.0,20.697770491327322,-0.07305095467527291,-0.10177002102136612
1,394,126,252.0,18.843529984296765,0.0,-18.843529984296765,6.0,936.0,17.0,-100.0,-100.0,0.0,20.034188839357025,-0.07070890178596598,-0.21097198128700256
1,394,127,254.0,18.74091633403441,0.0,-18.74091633403441,6.0,936.0,17.0,-100.0,-100.0,0.0,20.840395906795116,-0.073554338494571,-0.1026136502623558
1,394,128,256.0,18.52991304540774,0.0,-18.52991304540774,6.0,936.0,17.0,-100.0,-100.0,0.0,20.17407498804047,-0.07120261760484871,-0.21100328862667084
1,394,129,258.0,18.42675264918944,0.0,-18.42675264918944,6.0,936.0,17.0,-100.0,-100.0,0.0,20.96734161251122,-0.07400238216180431,-0.10316039621829987
1,394,130,260.0,18.215569354535546,0.0,-18.215569354535546,6.0,936.0,17.0,-100.0,-100.0,0.0,20.295953335239446,-0.0716327764773157,-0.21118329465389252
1,394,131,262.0,18.11215499782702,0.0,-18.11215499782702,6.0,936.0,17.0,-100.0,-100.0,0.0,21.079912468801897,-0.07439969106635964,-0.10341435670852661
1,394,132,264.0,17.900616191269364,0.0,-17.900616191269364,6.0,936.0,17.0,-100.0,-100.0,0.0,20.40105705002017,-0.07200373076477708,-0.21153880655765533
1,394,133,266.0,17.797185420931783,0.0,-17.797185420931783,6.0,936.0,17.0,-100.0,-100.0,0.0,21.179569282247783,-0.07475142099616866,-0.10343077033758163
1,394,134,268.0,17.585215508879628,0.0,-17.585215508879628,6.0,936.0,17.0,-100.0,-100.0,0.0,20.491419050737196,-0.07232265547319011,-0.21196991205215454
1,394,135,270.0,17.481905825377908,0.0,-17.481905825377908,6.0,936.0,17.0,-100.0,-100.0,0.0,21.266864210461115,-0.07505952074280393,-0.10330968350172043
1,394,136,272.0,17.26952420914313,0.0,-17.26952420914313,6.0,936.0,17.0,-100.0,-100.0,0.0,20.568827393894367,-0.07259586139021541,-0.21238161623477936
1,394,137,274.0,17.16639903926989,0.0,-17.16639903926989,6.0,936.0,17.0,-100.0,-100.0,0.0,21.342191240945454,-0.07532538085039572,-0.10312516987323761
1,394,138,276.0,16.953713022114243,0.0,-16.953713022114243,6.0,936.0,17.0,-100.0,-100.0,0.0,20.634592532408792,-0.07282797364379574,-0.21268601715564728
1,394,139,278.0,16.85076164448401,0.0,-16.85076164448401,6.0,936.0,17.0,-100.0,-100.0,0.0,21.40560367119486,-0.07554918942774658,-0.10295137763023376
1,394,140,280.0,16.637948356510606,0.0,-16.637948356510606,6.0,936.0,17.0,-100.0,-100.0,0.0,20.689717687057925,-0.07302253301314562,-0.21281328797340393
1,394,141,282.0,16.535128958465066,0.0,-16.535128958465066,6.0,936.0,17.0,-100.0,-100.0,0.0,21.457109675513024,-0.07573097532534008,-0.10281939804553986
1,394,142,284.0,16.322395749331918,0.0,-16.322395749331918,6.0,936.0,17.0,-100.0,-100.0,0.0,20.73461069909534,-0.07318097893798356,-0.2127332091331482
1,394,143,286.0,16.219661280454602,0.0,-16.219661280454602,6.0,936.0,17.0,-100.0,-100.0,0.0,21.49668897215678,-0.07587066696055335,-0.10273446887731552
1,394,144,288.0,16.0072017609491,0.0,-16.0072017609491,6.0,936.0,17.0,-100.0,-100.0,0.0,20.769320682269182,-0.07330348476095006,-0.2124595195055008
1,394,145,290.0,15.904541566909757,0.0,-15.904541566909757,6.0,936.0,17.0,-100.0,-100.0,0.0,21.524562942657667,-0.07596904567996823,-0.10266019403934479
1,394,146,292.0,15.69251771265408,0.0,-15.69251771265408,6.0,936.0,17.0,-100.0,-100.0,0.0,20.793579129462547,-0.07338910280986781,-0.21202385425567627
1,394,147,294.0,15.589928157569375,0.0,-15.589928157569375,6.0,936.0,17.0,-100.0,-100.0,0.0,21.54089614453468,-0.07602669227482829,-0.10258955508470535
1,394,148,296.0,15.378480054379907,0.0,-15.378480054379907,6.0,936.0,17.0,-100.0,-100.0,0.0,20.807444505544716,-0.07343803943133428,-0.21144810318946838
1,394,149,298.0,15.275987535656895,0.0,-15.275987535656895,6.0,936.0,17.0,-100.0,-100.0,0.0,21.546023400153025,-0.07604478847112832,-0.10249251872301102
1,394,150,300.0,15.06522120529553,0.0,-15.06522120529553,6.0,936.0,17.0,-100.0,-100.0,0.0,20.81083287415444,-0.07344999837936861,-0.21076633036136627
1,394,151,302.0,14.962851628602948,0.0,-14.962851628602948,6.0,936.0,17.0,-100.0,-100.0,0.0,21.54030751507009,-0.07602461475907091,-0.10236957669258118
1,394,152,304.0,14.752883002103772,0.0,-14.752883002103772,6.0,936.0,17.0,-100.0,-100.0,0.0,20.804078766450033,-0.07342616035217658,-0.20996862649917603
1,394,153,306.0,14.650634914578404,0.0,-14.650634914578404,6.0,936.0,17.0,-100.0,-100.0,0.0,21.5239234810888,-0.075966788756784,-0.10224808752536774
1,394,154,308.0,14.44156824046513,0.0,-14.44156824046513,6.0,936.0,17.0,-100.0,-100.0,0.0,20.787692851909327,-0.07336832771262115,-0.20906667411327362
1,394,155,310.0,14.33941884333035,0.0,-14.33941884333035,6.0,936.0,17.0,-100.0,-100.0,0.0,21.497483722559753,-0.07587347196197561,-0.10214939713478088
1,394,156,312.0,14.13128109270474,0.0,-14.13128109270474,6.0,936.0,17.0,-100.0,-100.0,0.0,20.762504065271752,-0.07327942611272384,-0.20813775062561035
1,394,157,314.0,14.029220007301774,0.0,-14.029220007301774,6.0,936.0,17.0,-100.0,-100.0,0.0,21.462733413606355,-0.07575082381272832,-0.10206108540296555
1,394,158,316.0,13.82198775553843,0.0,-13.82198775553843,6.0,936.0,17.0,-100.0,-100.0,0.0,20.72993114177709,-0.0731644628533309,-0.2072322517633438
1,394,159,318.0,13.720010437013116,0.0,-13.720010437013116,6.0,936.0,17.0,-100.0,-100.0,0.0,21.421605039533016,-0.07560566484541065,-0.10197731852531433
1,394,160,320.0,13.51367659115931,0.0,-13.51367659115931,6.0,936.0,17.0,-100.0,-100.0,0.0,20.691647090151513,-0.07302934267112299,-0.20633384585380554
1,394,161,322.0,13.4117719604983,0.0,-13.4117719604983,6.0,936.0,17.0,-100.0,-100.0,0.0,21.375401674298743,-0.0754425941445838,-0.10190463066101074
