"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777446440_c3e64395","1777446925.5480833","1777448125.2274256","1199.6793422698975","295","25.861433029174805","0.0","band_gp_bo","7","966","1","13","699","58","12","112","68","125.85901071211079","6.855400139968143"
