run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,tail_mae,jitter_std,overshoot
run_1780531489_5f4a454f,far,1.0,998.0,3.0,20.429085986180738,176,24.438722610473636,0.0,1197.7086470127106,19.75536969575015,351.71337127685547,,,,,
run_1780531489_5f4a454f,mid,19.0,456.0,49.0,7.1297917720466355,64,24.438722610473636,0.0,1197.7086470127106,,,6.234245728701353,0.050158361346199484,,,
run_1780531489_5f4a454f,near,7.0,80.0,46.0,1.5500474036607979,360,24.438722610473636,0.0,1197.7086470127106,,,,,0.03656962375767179,0.03240293847735437,0.0014486719029484173
