"run_id","band","kp","ki","kd","cost","valid","n_samples","start_temp","target_temp","initial_error","duration_s","far_mae","time_to_reach_mid_band","mid_mae","approach_speed","tail_mae","jitter_std","overshoot"
"run_1777610224_40349378","far","6.0","997.0","16.0","31.320686536781754","True","199","24.972171783447266","0.0","24.972171783447266","1197.8703515529633","19.353797148220504","398.8963129520416","","","","",""
"run_1777610224_40349378","mid","6.0","997.0","16.0","4.43737398226889","True","40","24.972171783447266","0.0","24.972171783447266","1197.8703515529633","","","4.356516510248184","0.053904981347137136","","",""
"run_1777610224_40349378","near","6.0","997.0","16.0","6.073168290848594","True","359","24.972171783447266","0.0","24.972171783447266","1197.8703515529633","","","","","0.6656264517042372","0.037187563335965436","0.44444148807523964"
