decision_idx,elapsed_s,temp,error,old_kp,old_ki,old_kd,kp,ki,kd,changed,mpc_cost,current_pid_cost,horizon_overshoot_max,horizon_overshoot_rmse,horizon_mae,horizon_final_abs_error,horizon_near_std,pid_change_norm,n_evaluated,n_history_candidates,horizon_steps,optimize_ms
27,520.0,1.5959516258444637,-1.5959516258444637,33.0,874.0,20.0,50.0,1000.0,10.0,True,4.604364416899525,37.16500885216978,0.05003750626929104,0.007911624412295714,0.9021379057667218,0.05003750626929104,0.5325092538814598,0.3711615209462545,768,16,40,31758.07559999521
28,540.0,1.4146085742395371,-1.4146085742395371,50.0,1000.0,10.0,1.0,1000.0,9.0,True,15.627044996321217,34.25004693713932,0.2835143902339041,0.10387102878268466,0.312888687197119,0.2835143902339041,0.3970224602704164,0.5781493702906695,768,16,40,33863.272299997334
29,560.0,0.43618111009709537,-0.43618111009709537,1.0,1000.0,9.0,1.0,1000.0,20.0,True,14.069204525405086,22.214285879594115,0.2539688143879175,0.10779700400301861,0.21496507945703341,0.0053953733295202255,0.24057143002895306,0.33425541900452016,768,17,40,33064.83290000324
30,580.0,-0.14429028728045523,0.14429028728045523,1.0,1000.0,20.0,1.0,1000.0,20.0,False,13.694796734485562,13.694796734485562,0.2539688143879175,0.09357510170259906,0.22344229606969748,0.1214898323523812,0.22116159957530573,0.0,768,9,40,32304.857399998582
31,600.0,0.45834216359071434,-0.45834216359071434,1.0,1000.0,20.0,1.0,1.0,20.0,True,15.719803307035614,17.894509974594964,0.2671699356287718,0.0845660016435983,0.7232734957942739,0.8350718962028623,0.6261693901949181,0.5773502691896257,768,8,40,32747.516800001904
32,620.0,-0.05426522088237107,0.05426522088237107,1.0,1.0,20.0,1.0,1.0,20.0,False,15.830772747769158,15.830772747769158,0.2671699356287718,0.09687489566269844,0.7332675141980871,0.2511578565463424,0.6456144960679886,0.0,768,24,40,32263.55739999417
33,640.0,0.43232506327331066,-0.43232506327331066,1.0,1.0,20.0,35.0,674.0,9.0,True,2.8208464564379794,23.244011534837973,0.0,0.0,1.132738253637217,0.038503872230648994,0.5296103705416167,0.6507642506603869,768,24,40,32318.644500002847
34,660.0,1.699299861676991,-1.699299861676991,35.0,674.0,9.0,50.0,369.0,10.0,True,2.675809158466441,38.399641130695365,0.0,0.0,1.0572663044789805,0.0007015587761998177,0.5584111968211284,0.25145732992519265,768,21,40,31716.178800001217
35,680.0,1.613388410769403,-1.613388410769403,50.0,369.0,10.0,1.0,1000.0,20.0,True,11.164295744222425,31.00701701821491,0.1961666001006961,0.06290591353290137,0.46539220124832353,0.18211310217157006,0.4011390538364109,0.7474326788696858,768,24,40,33791.68569999456
36,700.0,0.5883987192064524,-0.5883987192064524,1.0,1000.0,20.0,1.0,1000.0,20.0,False,12.346428513573017,12.346428513573017,0.21539851604029536,0.09574096420346295,0.26030329574714417,0.13193993968889117,0.2716823845185791,0.0,768,6,40,33423.281000003044
