run_id,timestamp,elapsed_s,decision_idx,decision_elapsed_s,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error,mae,start_temp
mpc_replay_1780502219_badf9738,1780502700.0295825,0.0,1,0.0,50.0,917.0,1.0,25.283370971679688,0.0,21.94379234313965,-50.602046966552734,-50.56673812866211,-0.03860056772828102,0.003288622247055173,639.2488476915751,25.283370971679688,25.283370971679688
mpc_replay_1780502219_badf9738,1780502701.9791763,1.9495937824249268,1,0.0,50.0,917.0,1.0,25.283370971679688,0.0,21.94379234313965,-50.712650299072266,-50.56673812866211,-0.14888785779476166,0.00297492160461843,639.2488476915751,25.283370971679688,25.283370971679688
mpc_replay_1780502219_badf9738,1780502703.976551,3.9469685554504395,1,0.0,50.0,917.0,1.0,25.283370971679688,0.0,21.94379234313965,-50.82322311401367,-50.56673812866211,-0.2591750919818878,0.002691145520657301,639.2488476915751,25.283370971679688,25.283370971679688
mpc_replay_1780502219_badf9738,1780502705.9745545,5.944972038269043,1,0.0,50.0,917.0,1.0,25.283370971679688,0.0,21.94379234313965,-50.93376541137695,-50.56673812866211,-0.3694623112678528,0.0024344392586499453,639.2488476915751,25.283370971679688,25.283370971679688
mpc_replay_1780502219_badf9738,1780502707.9711688,7.941586256027222,1,0.0,50.0,917.0,1.0,25.238922119140625,0.0,21.893787384033203,-50.951148986816406,-50.47784423828125,-0.47956547141075134,0.00626361882314086,637.0031897360459,25.238922119140625,25.283370971679688
mpc_replay_1780502219_badf9738,1780502709.9691684,9.93958592414856,1,0.0,50.0,917.0,1.0,25.238922119140625,0.0,21.893787384033203,-51.061832427978516,-50.47784423828125,-0.5896589756011963,0.005666135810315609,637.0031897360459,25.238922119140625,25.283370971679688
mpc_replay_1780502219_badf9738,1780502711.967172,11.937589406967163,1,0.0,50.0,917.0,1.0,25.194469451904297,0.0,21.843778610229492,-51.079322814941406,-50.388938903808594,-0.6995684504508972,0.009187392890453339,634.7612909629388,25.194469451904297,25.283370971679688
mpc_replay_1780502219_badf9738,1780502713.9661689,13.936586380004883,1,0.0,50.0,917.0,1.0,25.150020599365234,0.0,21.793773651123047,-51.09685516357422,-50.3000373840332,-0.8093616962432861,0.01253858394920826,632.5235361484956,25.150020599365234,25.283370971679688
mpc_replay_1780502219_badf9738,1780502715.9781716,15.948589086532593,1,0.0,50.0,917.0,1.0,25.105575561523438,0.0,21.743772506713867,-51.11463165283203,-50.211151123046875,-0.918883740901947,0.015403586439788342,630.2899242753629,25.105575561523438,25.283370971679688
mpc_replay_1780502219_badf9738,1780502717.9742374,17.944654941558838,1,0.0,50.0,917.0,1.0,25.061067581176758,0.0,21.693700790405273,-51.13225555419922,-50.122135162353516,-1.02828848361969,0.018167441710829735,628.0571083083087,25.061067581176758,25.283370971679688
