"run_id","band","kp","ki","kd","cost","valid","n_samples","start_temp","target_temp","initial_error","duration_s","far_mae","time_to_reach_mid_band","mid_mae","approach_speed","tail_mae","jitter_std","overshoot"
"run_1777341120_7a7d22f9","far","7.0","966.0","1.0","32.01709599232433","True","198","27.95231437683105","0.0","27.95231437683105","1196.4979474544525","20.122163748500324","396.49774146080017","","","","",""
"run_1777341120_7a7d22f9","mid","10.0","694.0","8.0","4.445891522192476","True","40","27.95231437683105","0.0","27.95231437683105","1196.4979474544525","","","4.363115614652633","0.05518393835989517","","",""
"run_1777341120_7a7d22f9","near","19.0","140.0","82.0","1.124189752204793","True","360","27.95231437683105","0.0","27.95231437683105","1196.4979474544525","","","","","0.09456484582689073","0.09853273462982974","0.014679818351237368"
