"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777433265_3f7f13a2","1777433747.1139112","1777434945.4918463","1198.3779351711273","599","27.86327362060547","0.0","band_gp_bo","7","966","1","12","525","49","17","118","60","149.72054360427447","7.3142455527698855"
