"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777337751_eb90b8ed","1777338233.0657113","1777339431.7406452","1198.6749339103699","598","27.907793045043945","0.0","band_gp_bo","7","674","15","10","694","8","19","140","82","146.97717989043772","7.27230495464063"
