decision_idx,elapsed_s,temp,error,old_kp,old_ki,old_kd,kp,ki,kd,changed,mpc_cost,current_pid_cost,horizon_overshoot_max,horizon_mae,horizon_weighted_motion,horizon_mean_abs_velocity,horizon_near_std,n_evaluated,n_history_candidates,horizon_steps,optimize_ms
1,0.0,27.0,-27.0,6.0,997.0,16.0,50.0,1000.0,1.0,True,46.97849237584695,54.66559382848893,0.0,23.488634538277985,6.116496454880912e-05,0.08178571688059048,0.0,2560,24,40,74715.23729999899
2,20.0,25.163455724716187,-25.163455724716187,50.0,1000.0,1.0,50.0,1000.0,1.0,False,43.817844233854395,43.817844233854395,0.0,21.90821660850197,7.055084252270067e-05,0.07414436407196216,0.0,2560,3,40,71879.84550000692
3,40.0,23.482719585299492,-23.482719585299492,50.0,1000.0,1.0,50.0,1000.0,1.0,False,40.957443621349846,40.957443621349846,0.0,20.47784407886211,8.777318128140367e-05,0.06803283094165799,0.0,2560,3,40,72896.42400000594
4,60.0,21.89668206870556,-21.89668206870556,50.0,1000.0,1.0,50.0,1000.0,1.0,False,38.354842460191236,38.354842460191236,0.0,19.176344753894956,0.00010764762006628094,0.060857755752901234,0.0,2560,3,40,75408.14519999549
5,80.0,20.46752819418907,-20.46752819418907,50.0,1000.0,1.0,50.0,1000.0,19.0,True,35.99576714192138,36.029040356668304,0.0,17.996363752448815,0.00015198185118747834,0.05711812885233368,0.0,2560,4,40,74318.65420000395
6,100.0,19.225591231137514,-19.225591231137514,50.0,1000.0,19.0,32.0,784.0,19.0,True,33.54849933154791,33.84243965227791,0.0,16.772629348095506,0.00016203176784486604,0.05925731294048138,0.0,2560,24,40,75246.26590000116
7,120.0,18.163433803245425,-18.163433803245425,32.0,784.0,19.0,33.0,899.0,1.0,True,29.725994276753287,31.062799374805696,0.0,14.85998621173203,0.00030109266446132595,0.07098241303211604,0.0,2560,24,40,72412.90329999174
8,140.0,16.295383332297206,-16.295383332297206,33.0,899.0,1.0,13.0,1.0,5.0,True,26.2226641522538,27.097331853855003,0.0,13.106005089357495,0.0005326986769403876,0.07895913729682946,0.0,2560,12,40,73706.01100000204
9,160.0,14.839186919853091,-14.839186919853091,13.0,1.0,5.0,50.0,456.0,1.0,True,21.747695569526954,22.948290644108233,0.0,10.86532985009253,0.0008517934670946974,0.08753772270985138,0.0,2560,24,40,73953.14480000525
10,180.0,12.654793767258525,-12.654793767258525,50.0,456.0,1.0,8.0,522.0,11.0,True,17.57682875554731,18.497241039805132,0.0,8.773244580253959,0.0015169797519697433,0.09100595441384193,0.0,2560,17,40,73100.57389999565
