"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777336067_55bda11e","1777336548.9913313","1777337747.802094","1198.810762643814","598","27.952314376831055","0.0","band_gp_bo","7","966","1","10","694","8","19","140","82","145.92157246333164","7.214928510400718"
