run_id,timestamp,elapsed_s,decision_idx,decision_elapsed_s,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error,mae,start_temp
mpc_replay_1780021364_d43e0964,1780021844.8815541,0.001003265380859375,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-50.83357238769531,-0.018591776490211487,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021846.8288622,1.9483113288879395,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.01681831292808056,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021848.8330877,3.9525368213653564,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.015214021317660809,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021850.8243577,5.943806886672974,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.013762764632701874,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021852.835548,7.9549970626831055,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.012449938803911209,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021854.8240204,9.943469524383545,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.011262346990406513,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021856.8342028,11.953651905059814,1,0.0,35.0,1.0,7.0,25.416786193847656,0.0,22.093883514404297,-100.0,-72.61939239501953,-100.0,-0.01018803846091032,646.0130204237648,25.416786193847656,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021858.8297865,13.949235677719116,1,0.0,35.0,1.0,7.0,25.372303009033203,0.0,22.043842315673828,-100.0,-72.49229431152344,-100.0,0.03122592158615589,643.7537599821953,25.372303009033203,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021860.8358598,15.95530891418457,1,0.0,35.0,1.0,7.0,25.372303009033203,0.0,22.043842315673828,-100.0,-72.49229431152344,-100.0,0.028247302398085594,643.7537599821953,25.372303009033203,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021862.8286142,17.948063373565674,1,0.0,35.0,1.0,7.0,25.32785415649414,0.0,21.99383544921875,-100.0,-72.36529541015625,-100.0,0.06933822482824326,641.5001961726375,25.32785415649414,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021864.822347,19.94179606437683,1,0.0,35.0,1.0,7.0,25.32785415649414,0.0,21.99383544921875,-100.0,-72.36529541015625,-100.0,0.06272408366203308,641.5001961726375,25.32785415649414,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021866.8295827,21.949031829833984,2,20.0,50.0,377.0,15.0,25.32785415649414,0.0,21.99383544921875,-100.0,-50.655704498291016,-100.0,0.08511131256818771,641.5001961726375,25.32785415649414,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021868.833752,23.953201055526733,2,20.0,50.0,377.0,15.0,25.283370971679688,0.0,21.94379234313965,-100.0,-50.56673812866211,-100.0,0.14013783633708954,639.2488476915751,25.283370971679688,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021870.8325841,25.952033281326294,2,20.0,50.0,377.0,15.0,25.283370971679688,0.0,21.94379234313965,-100.0,-50.56673812866211,-100.0,0.12677016854286194,639.2488476915751,25.283370971679688,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021872.8249743,27.94442343711853,2,20.0,50.0,377.0,15.0,25.238922119140625,0.0,21.893787384033203,-100.0,-50.47784423828125,-100.0,0.17777416110038757,637.0031897360459,25.238922119140625,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021874.836275,29.955724239349365,2,20.0,50.0,377.0,15.0,25.238922119140625,0.0,21.893787384033203,-100.0,-50.47784423828125,-100.0,0.16081638634204865,637.0031897360459,25.238922119140625,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021876.8343241,31.953773260116577,2,20.0,50.0,377.0,15.0,25.194469451904297,0.0,21.843778610229492,-100.0,-50.388938903808594,-100.0,0.20857813954353333,634.7612909629388,25.194469451904297,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021878.8257039,33.94515299797058,2,20.0,50.0,377.0,15.0,25.194469451904297,0.0,21.843778610229492,-100.0,-50.388938903808594,-100.0,0.1886819303035736,634.7612909629388,25.194469451904297,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021880.8323693,35.95181846618652,2,20.0,50.0,377.0,15.0,25.150020599365234,0.0,21.793773651123047,-100.0,-50.3000373840332,-100.0,0.23378022015094757,632.5235361484956,25.150020599365234,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021882.8353968,37.954845905303955,2,20.0,50.0,377.0,15.0,25.150020599365234,0.0,21.793773651123047,-100.0,-50.3000373840332,-100.0,0.2114800214767456,632.5235361484956,25.150020599365234,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021884.8289318,39.94838094711304,2,20.0,50.0,377.0,15.0,25.105575561523438,0.0,21.743772506713867,-100.0,-50.211151123046875,-100.0,0.2543982267379761,630.2899242753629,25.105575561523438,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021886.8273072,41.94675636291504,3,40.0,50.0,1000.0,12.0,25.105575561523438,0.0,21.743772506713867,-100.0,-50.211151123046875,-100.0,0.1841050386428833,630.2899242753629,25.105575561523438,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021888.8292377,43.948686838150024,3,40.0,50.0,1000.0,12.0,25.061067581176758,0.0,21.693700790405273,-100.0,-50.122135162353516,-100.0,0.21708770096302032,628.0571083083087,25.061067581176758,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021890.8305116,45.949960708618164,3,40.0,50.0,1000.0,12.0,25.01659393310547,0.0,21.643667221069336,-100.0,-50.03318786621094,-100.0,0.24895162880420685,625.8299720138893,25.01659393310547,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021892.8260746,47.945523738861084,3,40.0,50.0,1000.0,12.0,25.01659393310547,0.0,21.643667221069336,-100.0,-50.03318786621094,-100.0,0.22520427405834198,625.8299720138893,25.01659393310547,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021894.8318548,49.95130395889282,3,40.0,50.0,1000.0,12.0,24.972171783447266,0.0,21.59369468688965,-100.0,-49.944339752197266,-100.0,0.2531675696372986,623.6093635819998,24.972171783447266,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021896.824428,51.94387722015381,3,40.0,50.0,1000.0,12.0,24.972171783447266,0.0,21.59369468688965,-100.0,-49.944339752197266,-100.0,0.229017972946167,623.6093635819998,24.972171783447266,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021898.8305714,53.95002055168152,3,40.0,50.0,1000.0,12.0,24.927698135375977,0.0,21.54366111755371,-100.0,-49.85539627075195,-100.0,0.2566748261451721,621.3901343284269,24.927698135375977,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021900.8322096,55.951658725738525,3,40.0,50.0,1000.0,12.0,24.927698135375977,0.0,21.54366111755371,-100.0,-49.85539627075195,-100.0,0.23219066858291626,621.3901343284269,24.927698135375977,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021902.8342211,57.953670263290405,3,40.0,50.0,1000.0,12.0,24.883251190185547,0.0,21.4936580657959,-100.0,-49.766502380371094,-100.0,0.2595152258872986,619.1761897938704,24.883251190185547,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021904.8281322,59.94758129119873,3,40.0,50.0,1000.0,12.0,24.883251190185547,0.0,21.4936580657959,-100.0,-49.766502380371094,-100.0,0.23476016521453857,619.1761897938704,24.883251190185547,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021906.8337839,61.95323300361633,4,60.0,50.0,1000.0,8.0,24.838809967041016,0.0,21.443660736083984,-100.0,-49.67761993408203,-100.0,0.17455549538135529,616.9664805787761,24.838809967041016,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021908.8327384,63.95218753814697,4,60.0,50.0,1000.0,8.0,24.838809967041016,0.0,21.443660736083984,-100.0,-49.67761993408203,-100.0,0.1579047590494156,616.9664805787761,24.838809967041016,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021910.8312476,65.95069670677185,4,60.0,50.0,1000.0,8.0,24.794336318969727,0.0,21.39362907409668,-100.0,-49.58867263793945,-100.0,0.17789019644260406,614.7591134981813,24.794336318969727,25.416786193847656
mpc_replay_1780021364_d43e0964,1780021912.8321667,67.95161581039429,4,60.0,50.0,1000.0,8.0,24.794336318969727,0.0,21.39362907409668,-100.0,-49.58867263793945,-100.0,0.1609213799238205,614.7591134981813,24.794336318969727,25.416786193847656
