"run_id","timestamp","kp","ki","kd","temp","temp_ref","temp_raw","temp_u","temp_u_p","temp_u_i","temp_u_d","sq_error","mae"
"run_1775838407_4f10b474","1775838409.0122268","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.23196446895599365","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838411.5714018","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.20983749628067017","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838414.1115782","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.18054090440273285","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838416.656471","6.0","997.0","16.0","25.461238861083984","0.0","22.143892288208008","-100.0","-100.0","0.0","0.715521514415741","648.2746843411733","25.461238861083984"
"run_1775838407_4f10b474","1775838419.2145956","6.0","997.0","16.0","25.461238861083984","0.0","22.193872451782227","-100.0","-100.0","0.0","0.06892929971218109","648.2746843411733","25.461238861083984"
"run_1775838407_4f10b474","1775838421.776741","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.06235417723655701","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838424.3292124","6.0","997.0","16.0","25.55017852783203","0.0","22.24394989013672","-100.0","-100.0","0.0","-0.49964451789855957","652.811622804089","25.55017852783203"
"run_1775838407_4f10b474","1775838426.8641567","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.0903262197971344","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838429.4111838","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.07771525532007217","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838431.9640727","6.0","997.0","16.0","25.461238861083984","0.0","22.193872451782227","-100.0","-100.0","0.0","0.023445503786206245","648.2746843411733","25.461238861083984"
"run_1775838407_4f10b474","1775838434.5137427","6.0","997.0","16.0","25.461238861083984","0.0","22.143892288208008","-100.0","-100.0","0.0","-0.012345853261649609","648.2746843411733","25.461238861083984"
"run_1775838407_4f10b474","1775838437.066384","6.0","997.0","16.0","25.461238861083984","0.0","22.143892288208008","-100.0","-100.0","0.0","-0.043842460960149765","648.2746843411733","25.461238861083984"
"run_1775838407_4f10b474","1775838439.6146667","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.039660364389419556","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838442.1655707","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","0.540672779083252","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838444.7070215","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.07428762316703796","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838447.2559462","6.0","997.0","16.0","25.55017852783203","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.031938426196575165","652.811622804089","25.55017852783203"
"run_1775838407_4f10b474","1775838449.7945187","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.02889184094965458","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838452.3390927","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.024858081713318825","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838454.8876672","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.02248688042163849","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838457.4282403","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.019347356632351875","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838460.2874286","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.016646161675453186","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838462.8316293","6.0","997.0","16.0","25.55017852783203","0.0","22.24394989013672","-100.0","-100.0","0.0","0.6166639924049377","652.811622804089","25.55017852783203"
"run_1775838407_4f10b474","1775838465.3858042","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.005274126306176186","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838467.9360201","6.0","997.0","16.0","25.505664825439453","0.0","22.143892288208008","-100.0","-100.0","0.0","0.5875746011734009","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838470.4866064","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.0357009656727314","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838473.036234","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.03071654960513115","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838475.5673082","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.027786515653133392","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838478.1087093","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.02390708588063717","650.5389381876594","25.505664825439453"
"run_1775838407_4f10b474","1775838480.6652684","6.0","997.0","16.0","25.505664825439453","0.0","22.193872451782227","-100.0","-100.0","0.0","-0.021626602858304977","650.5389381876594","25.505664825439453"
