"run_id","band","kp","ki","kd","cost","valid","n_samples","start_temp","target_temp","initial_error","duration_s","far_mae","time_to_reach_mid_band","mid_mae","overshoot_risk","aggressive_slope_near_target","tail_mae","jitter_std","steady_state_bias","overshoot"
"run_1775838407_4f10b474","far","6.0","997.0","16.0","31.159777644295847","True","155","25.505664825439453","0.0","25.505664825439453","898.556535243988","19.281195717473185","395.95273089408875","","","","","","",""
"run_1775838407_4f10b474","mid","6.0","997.0","16.0","4.495741980871785","True","33","25.505664825439453","0.0","25.505664825439453","898.556535243988","","","4.410523551883119","0.0","0.056812285992444055","","","",""
"run_1775838407_4f10b474","near","6.0","997.0","16.0","10.381163366026168","True","163","25.505664825439453","0.0","25.505664825439453","898.556535243988","","","","","","0.7534079148735798","0.02243117958350751","0.7534079148735798","0.5681266440116629"
