run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,tail_mae,jitter_std,overshoot
run_1780528243_a1d000ef,far,1.0,998.0,3.0,20.790347249131454,190,21.86184310913086,0.0,1197.7129878997803,18.79817160054257,379.7087149620056,,,,,
run_1780528243_a1d000ef,mid,19.0,456.0,49.0,6.83271327268543,62,21.86184310913086,0.0,1197.7129878997803,,,6.250120639801025,0.04634566190981146,,,
run_1780528243_a1d000ef,near,7.0,81.0,50.0,0.9945312818464529,348,21.86184310913086,0.0,1197.7129878997803,,,,,0.028088155961194527,0.03378332473180023,0.0008988764764216579
