run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,tail_mae,jitter_std,overshoot
run_1778913734_0069f357,far,7.0,966.0,1.0,18.546152617931366,150,25.01659393310547,0.0,1197.5550644397736,19.120173416137696,299.5355303287506,,,,,
run_1778913734_0069f357,mid,10.0,694.0,8.0,3.7894754396697943,52,25.01659393310547,0.0,1197.5550644397736,,,6.365661795322712,0.06066445420084384,,,
run_1778913734_0069f357,near,12.0,93.0,74.0,0.40083719678958907,396,25.01659393310547,0.0,1197.5550644397736,,,,,0.04356415207321575,0.052956981576378175,0.0010719665376101948
