"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777363658_36c1101b","1777364142.9837494","1777365342.5488527","1199.5651032924652","599","29.582998275756836","0.0","band_gp_bo","7","966","1","11","345","41","19","140","82","163.37563720817525","7.768864818639979"
