run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,weighted_approach_speed,brake_penalty,mean_brake_weight,tail_mae,jitter_std,overshoot,mean_sq_overshoot,max_overshoot
run_1778782997_73c66e21,far,7.0,966.0,1.0,21.38657791092409,179,27.195850372314453,0.0,1198.532862663269,21.32283804802921,357.50529623031616,,,,,,,,,,
run_1778782997_73c66e21,mid,12.0,575.0,49.0,3.1310751915033053,57,27.195850372314453,0.0,1198.532862663269,,,6.2327141092534655,0.06239023162102997,0.02514508202773182,0.00147181368765727,0.43763364388441417,,,,,
run_1778782997_73c66e21,near,16.0,105.0,56.0,0.834993798264752,362,27.195850372314453,0.0,1198.532862663269,,,,,,,,0.054392913843961346,0.07720726552428414,0.28577872911144714,0.005417674380639052,0.2586903572082519
