elapsed_s,temp,temp_ref
124.0,16.065547678619623,0.0
126.0,15.931051138788462,0.0
128.0,15.796509224921465,0.0
130.0,15.661976460367441,0.0
132.0,15.527476001530886,0.0
134.0,15.393055099993944,0.0
136.0,15.258720804005861,0.0
138.0,15.124475631862879,0.0
140.0,14.990322206169367,0.0
142.0,14.856263194233179,0.0
144.0,14.722310964018106,0.0
146.0,14.588530231267214,0.0
148.0,14.454924289137125,0.0
150.0,14.321496475487947,0.0
152.0,14.188250247389078,0.0
154.0,14.055189091712236,0.0
156.0,13.922316614538431,0.0
158.0,13.789636451750994,0.0
160.0,13.657152388244867,0.0
162.0,13.524868238717318,0.0
164.0,13.3927879370749,0.0
166.0,13.260915476828814,0.0
168.0,13.129254925996065,0.0
170.0,12.997810442000628,0.0
172.0,12.866586286574602,0.0
174.0,12.735586781054735,0.0
176.0,12.60481633618474,0.0
178.0,12.474279496818781,0.0
180.0,12.343980822712183,0.0
182.0,12.213924992829561,0.0
184.0,12.084116775542498,0.0
186.0,11.954560998827219,0.0
188.0,11.825262639671564,0.0
190.0,11.69622666016221,0.0
192.0,11.56745820119977,0.0
194.0,11.438962433487177,0.0
196.0,11.310744661837816,0.0
198.0,11.182810235768557,0.0
200.0,11.055155504494905,0.0
202.0,10.927775133401155,0.0
204.0,10.800674814730883,0.0
206.0,10.673860345035791,0.0
208.0,10.547337625175714,0.0
210.0,10.421112675219774,0.0
212.0,10.29521145299077,0.0
214.0,10.169644255191088,0.0
216.0,10.044397849589586,0.0
218.0,9.91947865113616,0.0
220.0,9.794893179088831,0.0
222.0,9.670648019760847,0.0
224.0,9.546749871224165,0.0
226.0,9.42320553585887,0.0
228.0,9.300021912902594,0.0
230.0,9.177205082029104,0.0
232.0,9.054759059101343,0.0
234.0,8.932691011577845,0.0
236.0,8.81100818887353,0.0
238.0,8.68971797451377,0.0
240.0,8.56881807371974,0.0
242.0,8.44829098507762,0.0
244.0,8.328144680708647,0.0
246.0,8.208387341350317,0.0
248.0,8.089027378708124,0.0
250.0,7.9700734205543995,0.0
252.0,7.851534333080053,0.0
254.0,7.733419228345156,0.0
256.0,7.615737486630678,0.0
258.0,7.498478647321463,0.0
260.0,7.381665278226137,0.0
262.0,7.265328619629145,0.0
264.0,7.149479668587446,0.0
266.0,7.034129697829485,0.0
268.0,6.919290360063314,0.0
270.0,6.804973665624857,0.0
272.0,6.69119306281209,0.0
274.0,6.577968496829271,0.0
276.0,6.465312238782644,0.0
278.0,6.353254277259111,0.0
280.0,6.241842109709978,0.0
282.0,6.131085824221373,0.0
284.0,6.021000172942877,0.0
286.0,5.911600295454264,0.0
288.0,5.8029125444591045,0.0
290.0,5.694962907582521,0.0
292.0,5.5877674631774426,0.0
294.0,5.481342550367117,0.0
296.0,5.375704567879438,0.0
298.0,5.270869921892881,0.0
300.0,5.166854906827211,0.0
302.0,5.063675496727228,0.0
304.0,4.961340930312872,0.0
306.0,4.859862592071295,0.0
308.0,4.75925749912858,0.0
310.0,4.659544255584478,0.0
312.0,4.560734625905752,0.0
314.0,4.462838444858789,0.0
316.0,4.365788828581572,0.0
318.0,4.269585806876421,0.0
320.0,4.174231398850679,0.0
322.0,4.079724881798029,0.0
324.0,3.98606264218688,0.0
326.0,3.893238130956888,0.0
328.0,3.8012418560683727,0.0
330.0,3.710061501711607,0.0
332.0,3.619674887508154,0.0
334.0,3.529973853379488,0.0
336.0,3.441027019172907,0.0
338.0,3.3528238348662853,0.0
340.0,3.265341240912676,0.0
342.0,3.178555440157652,0.0
344.0,3.0924422703683376,0.0
346.0,3.006977517157793,0.0
348.0,2.922137212008238,0.0
350.0,2.83789786323905,0.0
352.0,2.7542329765856266,0.0
354.0,2.6711092479526997,0.0
356.0,2.588490728288889,0.0
358.0,2.506354656070471,0.0
360.0,2.424683805555105,0.0
362.0,2.3434618301689625,0.0
364.0,2.262673307210207,0.0
366.0,2.1823036558926105,0.0
368.0,2.1023391149938107,0.0
370.0,2.0227667279541492,0.0
372.0,1.943574283272028,0.0
374.0,1.8647502847015858,0.0
376.0,1.786283928900957,0.0
378.0,1.7081650383770466,0.0
380.0,1.6303840167820454,0.0
382.0,1.5529318489134312,0.0
384.0,1.4758079908788204,0.0
386.0,1.3990046344697475,0.0
388.0,1.3225101716816425,0.0
390.0,1.2459162585437298,0.0
392.0,1.1690648160874844,0.0
394.0,1.0918667204678059,0.0
396.0,1.0141369812190533,0.0
398.0,0.9357238300144672,0.0
400.0,0.8572413958609104,0.0
402.0,0.7785287834703922,0.0
404.0,0.699441347271204,0.0
406.0,0.6199812479317188,0.0
408.0,0.5402605049312115,0.0
410.0,0.4605843313038349,0.0
412.0,0.38098661974072456,0.0
414.0,0.30226201191544533,0.0
416.0,0.22507023438811302,0.0
418.0,0.15184113010764122,0.0
420.0,0.08543397858738899,0.0
422.0,0.02656394988298416,0.0
424.0,-0.023036345839500427,0.0
426.0,-0.06284841150045395,0.0
428.0,-0.09287404455244541,0.0
430.0,-0.11315891519188881,0.0
432.0,-0.12445511110126972,0.0
434.0,-0.12811569892801344,0.0
436.0,-0.1255922787822783,0.0
438.0,-0.11840166617184877,0.0
440.0,-0.10789953824132681,0.0
442.0,-0.09509073290973902,0.0
444.0,-0.08052040543407202,0.0
446.0,-0.06401320639997721,0.0
448.0,-0.04594651889055967,0.0
450.0,-0.0270353676751256,0.0
452.0,-0.007205038331449032,0.0
454.0,0.013224265538156033,0.0
456.0,0.03342242259532213,0.0
458.0,0.051972719840705395,0.0
460.0,0.0652782404795289,0.0
462.0,0.06910560163669288,0.0
464.0,0.060513348085805774,0.0
466.0,0.039496178505942225,0.0
468.0,0.007471489487215877,0.0
470.0,-0.033227139385417104,0.0
472.0,-0.07997311768122017,0.0
474.0,-0.12942254659719765,0.0
476.0,-0.17502907407470047,0.0
478.0,-0.21078627300448716,0.0
480.0,-0.23436867375858128,0.0
482.0,-0.24612035346217453,0.0
484.0,-0.24634903261903673,0.0
486.0,-0.23604854720178992,0.0
488.0,-0.21626839751843363,0.0
490.0,-0.1880245670909062,0.0
492.0,-0.15225617366377264,0.0
494.0,-0.1113569006556645,0.0
496.0,-0.0687417812878266,0.0
498.0,-0.029416406177915633,0.0
500.0,5.271693225950003e-05,0.0
