epoch,train_loss,train_eval_loss,val_loss,train_mae_delta_t1,train_rmse_delta_t1,train_bias_delta_t1,val_mae_delta_t1,val_rmse_delta_t1,val_bias_delta_t1
50,0.08715097340383149,0.08438317107226566,0.15675340119648623,0.02119000442326069,0.06934671103954315,-0.002037351718172431,0.030407026410102844,0.08083526045084,0.003318662056699395
51,0.08666008494322293,0.08293138226858512,0.1550030371023191,0.02120210975408554,0.06917411088943481,-0.0005472882767207921,0.03003690578043461,0.08065887540578842,0.006175077520310879
52,0.08657979381273272,0.08108577660744183,0.15562917523690173,0.02095085009932518,0.06904090195894241,0.001358282519504428,0.030191566795110703,0.08085209131240845,0.007699834648519754
53,0.08637006523359578,0.08100481780846257,0.15431486306762374,0.020723091438412666,0.06905689090490341,0.0004740590520668775,0.029924806207418442,0.0809427872300148,0.006384122651070356
54,0.08603777409051404,0.08118755278015925,0.15472185113341422,0.020802224054932594,0.06900656223297119,2.8403261239873245e-05,0.02996545098721981,0.0807308480143547,0.006256924942135811
55,0.0859447406302142,0.08232772571981446,0.1546806398074369,0.021011827513575554,0.06911877542734146,-0.0012442955048754811,0.03006666526198387,0.08063230663537979,0.005247949156910181
56,0.08603403066636446,0.08167036790041556,0.15516210372584896,0.02067129872739315,0.06915153563022614,7.651719351997599e-05,0.030008243396878242,0.08070237934589386,0.005920868832617998
57,0.08541618464078457,0.08074760048062676,0.15540882471848178,0.020833995193243027,0.0690019279718399,0.0014461789978668094,0.030105581507086754,0.08127801865339279,0.0075212037190794945
58,0.08481891103314632,0.0805674280673676,0.15379255259963306,0.020473482087254524,0.06903403252363205,-0.0013422125484794378,0.02982937917113304,0.08067481219768524,0.004578799940645695
59,0.08498591533541351,0.08066735116985548,0.15561022080883785,0.020543120801448822,0.0691092312335968,0.0026387572288513184,0.03008119948208332,0.08123316615819931,0.008757232688367367
60,0.08501864703931428,0.08209431686595123,0.15434789254858688,0.021024201065301895,0.06906842440366745,-0.003253201488405466,0.030170397832989693,0.08068618923425674,0.0031834514811635017
61,0.08453503619499772,0.07932000388660707,0.153708072681282,0.02025449462234974,0.06892237067222595,0.0005020955577492714,0.02975943312048912,0.08085484802722931,0.006582655478268862
62,0.08436007974233181,0.07935104887552827,0.1534673539367882,0.02058505080640316,0.06886773556470871,0.002339630387723446,0.02983531914651394,0.08047348260879517,0.008362231776118279
63,0.08408376091152184,0.08011656914409199,0.1536879091448075,0.02072971500456333,0.068907730281353,0.0007277944241650403,0.02983560413122177,0.08058471977710724,0.0067080664448440075
64,0.08392124544038917,0.08122826888952045,0.15434944831036232,0.020922057330608368,0.06895356625318527,-0.0018078741850331426,0.029920294880867004,0.0803699791431427,0.00446759769693017
65,0.08414045432916029,0.07993237504904921,0.15329183763950258,0.020618101581931114,0.06889361888170242,-0.0005783060914836824,0.029847970232367516,0.08069318532943726,0.005955347325652838
66,0.08377886614852044,0.07805667618499972,0.1518568884883378,0.02027750201523304,0.06876145303249359,9.050111839314923e-05,0.0295953880995512,0.08043749630451202,0.006120510399341583
67,0.08344349553475039,0.07805181853986312,0.15323239625305743,0.020218178629875183,0.06872567534446716,0.0005134856910444796,0.029746629297733307,0.080868661403656,0.006533637642860413
68,0.08317582663302579,0.07791576646370993,0.1525049617362989,0.020302264019846916,0.0686979666352272,0.0009255600161850452,0.029723290354013443,0.08060501515865326,0.007003791630268097
69,0.08283218507431755,0.07765322301752312,0.15275998685408282,0.02014930732548237,0.06872259080410004,0.0015570701798424125,0.029683873057365417,0.08092610538005829,0.007765015587210655
70,0.08275378328175913,0.07737213110464007,0.15196447965462465,0.020159179344773293,0.06867943704128265,0.0003278491785749793,0.029548684135079384,0.08072488754987717,0.006294046062976122
71,0.08314618676613514,0.07831025341161355,0.15331339247122006,0.020424604415893555,0.06873252242803574,-0.0016252531204372644,0.029883043840527534,0.08078224211931229,0.004602622706443071
72,0.08237261374380962,0.07742047395054302,0.15261964560360522,0.02004835195839405,0.06871090829372406,0.0012447406770661473,0.029580529779195786,0.08085603266954422,0.007263115607202053
73,0.08235603801844534,0.07697930605697238,0.15271532535552979,0.02006649412214756,0.06862630695104599,0.002225853269919753,0.029717223718762398,0.08084795624017715,0.007943264208734035
74,0.08213952366396086,0.07705527296695171,0.1520543262563847,0.02018768899142742,0.0686420202255249,0.0012752136681228876,0.029563097283244133,0.080721415579319,0.006864691618829966
75,0.0817912831881979,0.07737395502934771,0.15168406341124224,0.02016242779791355,0.06864548474550247,-0.0014600275317206979,0.029461756348609924,0.08056696504354477,0.004528711549937725
76,0.08180241712648678,0.07719982619661601,0.1525572090837601,0.01997961662709713,0.06872572749853134,0.002056413795799017,0.02957545593380928,0.0808943659067154,0.00783615279942751
77,0.08147665752564909,0.07690588360236696,0.15156232404547768,0.020171554759144783,0.06857577711343765,-0.0009371594642288983,0.029633402824401855,0.08081255853176117,0.004861455410718918
78,0.08187328104555772,0.07747190617045424,0.15167683222003886,0.020158935338258743,0.06865590810775757,0.0005438667722046375,0.029557928442955017,0.08093190938234329,0.006952660158276558
79,0.08145919535565639,0.07605372800314722,0.15091520079688445,0.01987394690513611,0.06852295994758606,0.00035785988438874483,0.029344746842980385,0.08049027621746063,0.00603813212364912
80,0.08125891135210177,0.07643830769030845,0.1526427540827442,0.020219584926962852,0.0685771182179451,0.002544492483139038,0.029714258387684822,0.08089306950569153,0.008586999028921127
81,0.08113938548471317,0.07637538808108033,0.1510154438280576,0.020162520930171013,0.06851056963205338,-0.0005671440158039331,0.029493212699890137,0.08055891841650009,0.005061618983745575
82,0.08098915809401139,0.07610866407922805,0.15304942705945387,0.020205756649374962,0.06856751441955566,0.0034635348711162806,0.029797488823533058,0.08122915774583817,0.009243369102478027
83,0.08116877170346329,0.07619843107568659,0.1511400497040233,0.019870085641741753,0.0685635358095169,0.0007074201130308211,0.029406530782580376,0.0809195339679718,0.006256959866732359
84,0.08084523598804619,0.07579086085694224,0.15064990736946865,0.020129159092903137,0.06844224035739899,9.970941027859226e-05,0.02937835268676281,0.08035791665315628,0.006226829718798399
85,0.0801021182709489,0.07531323516869676,0.15204699347550804,0.019848618656396866,0.06851987540721893,0.0031056583393365145,0.029525592923164368,0.08082596212625504,0.008687333203852177
86,0.08006872533315142,0.07464226789916185,0.15130674879293185,0.019841734319925308,0.0684177353978157,0.0021349480375647545,0.029412025585770607,0.08099732547998428,0.0084400475025177
87,0.08032641684015591,0.0744216729355745,0.14972511824925203,0.019710209220647812,0.0684119388461113,0.0017729159444570541,0.02916984260082245,0.08052044361829758,0.007410930469632149
88,0.08007880814435069,0.07544788798271132,0.15070151472212495,0.019942857325077057,0.06847012042999268,0.00010237326932838187,0.029309246689081192,0.08041250705718994,0.005628393962979317
89,0.07974357055320556,0.07514595994648855,0.15096702466945391,0.019729483872652054,0.06846237182617188,-0.0004871083947364241,0.02936708554625511,0.08101636171340942,0.005498766899108887
90,0.07937689359523048,0.0740581432834637,0.15016701706760638,0.019596494734287262,0.06835845857858658,0.00045005776337347925,0.029244275763630867,0.08076643198728561,0.006558921188116074
91,0.07934362218604929,0.07394944581898448,0.1494092329631786,0.019796768203377724,0.06834421306848526,0.0017025363631546497,0.029269298538565636,0.08068466931581497,0.007449401076883078
92,0.07939220480518236,0.07345518487256748,0.14985714188298663,0.019566131755709648,0.06831758469343185,0.0013654902577400208,0.029167070984840393,0.08082259446382523,0.007294390816241503
93,0.07890363535317836,0.07423117860494895,0.1510028997184457,0.019798634573817253,0.0683334469795227,-0.00015435274690389633,0.029454845935106277,0.08075882494449615,0.005839563440531492
94,0.07874567660993124,0.07382710030707774,0.14945251338586613,0.019604584202170372,0.06829318404197693,-0.0006148286629468203,0.02914634346961975,0.0802568793296814,0.004987479653209448
95,0.07888238361880143,0.07409968024976654,0.15180298665890823,0.019777197390794754,0.06839772313833237,0.003348727012053132,0.029575113207101822,0.0812884196639061,0.00915130227804184
96,0.07879742722414414,0.07348947172609899,0.14888366019806346,0.019516436383128166,0.06833625584840775,-0.0002943996514659375,0.029138730838894844,0.08084744215011597,0.005492024589329958
97,0.07858310230384188,0.07406339761557329,0.14988573746302644,0.01950164884328842,0.06843356788158417,-0.00018892572552431375,0.02915896475315094,0.0812598466873169,0.006211979780346155
98,0.07879218479654349,0.07261987508738993,0.14806729580300884,0.019336411729454994,0.06823570281267166,4.0520786569686607e-05,0.02886655367910862,0.0803266167640686,0.005772317759692669
99,0.07860628422093129,0.07281292336620904,0.14800681289587472,0.01940305344760418,0.06824585795402527,0.0011294344440102577,0.028917500749230385,0.08028509467840195,0.006410880014300346
100,0.07784914722045262,0.07281531908705871,0.14952211711253668,0.0196040291339159,0.06823252886533737,0.0016652621561661363,0.02927832119166851,0.08080531656742096,0.007625131402164698
