run_id,timestamp,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error,mae,start_temp
run_1779981963_8c3b740a,1779982444.891295,1.0,13.0,50.0,25.01659393310547,0.0,21.643667221069336,-100.0,-100.0,0.0,4.0949907302856445,625.8299720138893,25.01659393310547,25.01659393310547
run_1779981963_8c3b740a,1779982446.5885644,1.0,13.0,50.0,25.01659393310547,0.0,21.643667221069336,-100.0,-100.0,0.0,2.451737642288208,625.8299720138893,25.01659393310547,25.01659393310547
run_1779981963_8c3b740a,1779982448.6028476,1.0,13.0,50.0,24.972171783447266,0.0,21.59369468688965,-100.0,-100.0,0.0,12.72763442993164,623.6093635819998,24.972171783447266,25.01659393310547
run_1779981963_8c3b740a,1779982450.6009827,1.0,13.0,50.0,24.972171783447266,0.0,21.59369468688965,-100.0,-100.0,0.0,11.513551712036133,623.6093635819998,24.972171783447266,25.01659393310547
run_1779981963_8c3b740a,1779982452.5914228,1.0,13.0,50.0,24.927698135375977,0.0,21.54366111755371,-100.0,-100.0,0.0,20.937231063842773,621.3901343284269,24.927698135375977,25.01659393310547
run_1779981963_8c3b740a,1779982454.6008918,1.0,13.0,50.0,24.883251190185547,0.0,21.4936580657959,-100.0,-100.0,0.0,28.416114807128906,619.1761897938704,24.883251190185547,25.01659393310547
run_1779981963_8c3b740a,1779982456.602307,1.0,13.0,50.0,24.838809967041016,0.0,21.443660736083984,-100.0,-100.0,0.0,36.21979904174805,616.9664805787761,24.838809967041016,25.01659393310547
run_1779981963_8c3b740a,1779982458.590321,1.0,13.0,50.0,24.749921798706055,0.0,21.34366226196289,-100.0,-100.0,0.0,40.0,612.5586290420651,24.749921798706055,25.01659393310547
run_1779981963_8c3b740a,1779982460.5958045,1.0,13.0,50.0,24.705448150634766,0.0,21.293630599975586,-100.0,-100.0,0.0,40.0,610.3591683237028,24.705448150634766,25.01659393310547
run_1779981963_8c3b740a,1779982462.5892484,1.0,13.0,50.0,24.661008834838867,0.0,21.243635177612305,-100.0,-100.0,0.0,40.0,608.1653567520007,24.661008834838867,25.01659393310547
run_1779981963_8c3b740a,1779982464.6001902,1.0,13.0,50.0,24.616539001464844,0.0,21.193607330322266,-100.0,-100.0,0.0,40.0,605.9739924106398,24.616539001464844,25.01659393310547
run_1779981963_8c3b740a,1779982466.6049905,1.0,13.0,50.0,24.527645111083984,0.0,21.093599319458008,-100.0,-100.0,0.0,40.0,601.6053746952821,24.527645111083984,25.01659393310547
run_1779981963_8c3b740a,1779982468.5991807,1.0,13.0,50.0,24.483177185058594,0.0,21.0435733795166,-100.0,-100.0,0.0,40.0,599.4259650749736,24.483177185058594,25.01659393310547
run_1779981963_8c3b740a,1779982470.5895414,1.0,13.0,50.0,24.394285202026367,0.0,20.943571090698242,-100.0,-100.0,0.0,40.0,595.0811505178026,24.394285202026367,25.01659393310547
run_1779981963_8c3b740a,1779982472.5945933,1.0,13.0,50.0,24.305397033691406,0.0,20.843570709228516,-100.0,-100.0,0.0,40.0,590.752324965375,24.305397033691406,25.01659393310547
run_1779981963_8c3b740a,1779982474.6032596,1.0,13.0,50.0,24.305397033691406,0.0,20.843570709228516,-100.0,-100.0,0.0,40.0,590.752324965375,24.305397033691406,25.01659393310547
run_1779981963_8c3b740a,1779982476.5966213,1.0,13.0,50.0,24.260963439941406,0.0,20.793582916259766,-100.0,-100.0,0.0,40.0,588.5943470341736,24.260963439941406,25.01659393310547
run_1779981963_8c3b740a,1779982478.5995893,1.0,13.0,50.0,24.172046661376953,0.0,20.693553924560547,-100.0,-100.0,0.0,40.0,584.2878397997847,24.172046661376953,25.01659393310547
run_1779981963_8c3b740a,1779982480.6003745,1.0,13.0,50.0,24.172046661376953,0.0,20.693553924560547,-100.0,-100.0,0.0,40.0,584.2878397997847,24.172046661376953,25.01659393310547
run_1779981963_8c3b740a,1779982482.5958765,1.0,13.0,50.0,24.083168029785156,0.0,20.593564987182617,-100.0,-100.0,0.0,40.0,579.9989823508658,24.083168029785156,25.01659393310547
run_1779981963_8c3b740a,1779982484.5893586,1.0,13.0,50.0,24.038734436035156,0.0,20.543577194213867,-100.0,-100.0,0.0,40.0,577.8607532862225,24.038734436035156,25.01659393310547
run_1779981963_8c3b740a,1779982486.595038,1.0,13.0,50.0,23.994287490844727,0.0,20.493574142456055,-100.0,-100.0,0.0,40.0,575.7258321933077,23.994287490844727,25.01659393310547
run_1779981963_8c3b740a,1779982488.5889456,1.0,13.0,50.0,23.994287490844727,0.0,20.493574142456055,-100.0,-100.0,0.0,40.0,575.7258321933077,23.994287490844727,25.01659393310547
run_1779981963_8c3b740a,1779982490.5947897,1.0,13.0,50.0,23.905399322509766,0.0,20.393573760986328,-100.0,-100.0,0.0,40.0,571.4681167686504,23.905399322509766,25.01659393310547
run_1779981963_8c3b740a,1779982492.6024854,1.0,13.0,50.0,23.905399322509766,0.0,20.393573760986328,-100.0,-100.0,0.0,40.0,571.4681167686504,23.905399322509766,25.01659393310547
run_1779981963_8c3b740a,1779982494.5982394,1.0,13.0,50.0,23.86095428466797,0.0,20.34357261657715,-100.0,-100.0,0.0,40.0,569.3451393750147,23.86095428466797,25.01659393310547
run_1779981963_8c3b740a,1779982496.6043367,1.0,13.0,50.0,23.816524505615234,0.0,20.293590545654297,-100.0,-100.0,0.0,40.0,567.226839526571,23.816524505615234,25.01659393310547
run_1779981963_8c3b740a,1779982498.5987947,1.0,13.0,50.0,23.772083282470703,0.0,20.243593215942383,-100.0,-100.0,0.0,40.0,565.1119435887231,23.772083282470703,25.01659393310547
run_1779981963_8c3b740a,1779982500.5894814,1.0,13.0,50.0,23.72765350341797,0.0,20.19361114501953,-100.0,-100.0,0.0,40.0,563.001540778263,23.72765350341797,25.01659393310547
run_1779981963_8c3b740a,1779982502.599214,1.0,13.0,50.0,23.683202743530273,0.0,20.14360237121582,-100.0,-100.0,0.0,40.0,560.8940921911599,23.683202743530273,25.01659393310547
run_1779981963_8c3b740a,1779982504.6026084,1.0,13.0,50.0,23.683202743530273,0.0,20.14360237121582,-100.0,-100.0,0.0,40.0,560.8940921911599,23.683202743530273,25.01659393310547
run_1779981963_8c3b740a,1779982506.593168,1.0,13.0,50.0,23.59433364868164,0.0,20.043624877929688,-100.0,-100.0,0.0,40.0,556.6925803253107,23.59433364868164,25.01659393310547
run_1779981963_8c3b740a,1779982508.5993297,1.0,13.0,50.0,23.549909591674805,0.0,19.993648529052734,-100.0,-100.0,0.0,40.0,554.598241776057,23.549909591674805,25.01659393310547
run_1779981963_8c3b740a,1779982510.6025803,1.0,13.0,50.0,23.549909591674805,0.0,19.993648529052734,-100.0,-100.0,0.0,40.0,554.598241776057,23.549909591674805,25.01659393310547
run_1779981963_8c3b740a,1779982512.5920572,1.0,13.0,50.0,23.549909591674805,0.0,19.993648529052734,-100.0,-100.0,0.0,40.0,554.598241776057,23.549909591674805,25.01659393310547
run_1779981963_8c3b740a,1779982514.6004622,1.0,13.0,50.0,23.46104621887207,0.0,19.8936767578125,-100.0,-100.0,0.0,40.0,550.4206896840515,23.46104621887207,25.01659393310547
run_1779981963_8c3b740a,1779982516.5925553,1.0,13.0,50.0,23.416608810424805,0.0,19.843685150146484,-100.0,-100.0,0.0,40.0,548.3375681804646,23.416608810424805,25.01659393310547
run_1779981963_8c3b740a,1779982518.5978942,1.0,13.0,50.0,23.416608810424805,0.0,19.843685150146484,-100.0,-100.0,0.0,40.0,548.3375681804646,23.416608810424805,25.01659393310547
run_1779981963_8c3b740a,1779982520.6048036,1.0,13.0,50.0,23.416608810424805,0.0,19.843685150146484,-100.0,-100.0,0.0,40.0,548.3375681804646,23.416608810424805,25.01659393310547
run_1779981963_8c3b740a,1779982522.5984566,1.0,13.0,50.0,23.37218475341797,0.0,19.79370880126953,-100.0,-100.0,0.0,40.0,546.2590201479034,23.37218475341797,25.01659393310547
run_1779981963_8c3b740a,1779982524.6039815,1.0,13.0,50.0,23.37218475341797,0.0,19.79370880126953,-100.0,-100.0,0.0,40.0,546.2590201479034,23.37218475341797,25.01659393310547
run_1779981963_8c3b740a,1779982526.5999572,1.0,13.0,50.0,23.327735900878906,0.0,19.743703842163086,-100.0,-100.0,0.0,40.0,544.1832622611546,23.327735900878906,25.01659393310547
run_1779981963_8c3b740a,1779982528.59188,1.0,13.0,50.0,23.327735900878906,0.0,19.743703842163086,-100.0,-100.0,0.0,40.0,544.1832622611546,23.327735900878906,25.01659393310547
run_1779981963_8c3b740a,1779982530.5961077,1.0,13.0,50.0,23.283300399780273,0.0,19.69371223449707,-100.0,-100.0,0.0,40.0,542.1120775064082,23.283300399780273,25.01659393310547
run_1779981963_8c3b740a,1779982532.590555,1.0,13.0,50.0,23.283300399780273,0.0,19.69371223449707,-100.0,-100.0,0.0,40.0,542.1120775064082,23.283300399780273,25.01659393310547
run_1779981963_8c3b740a,1779982534.6016307,1.0,13.0,50.0,23.23885154724121,0.0,19.643707275390625,-100.0,-100.0,0.0,40.0,540.0442212347152,23.23885154724121,25.01659393310547
run_1779981963_8c3b740a,1779982536.593279,1.0,13.0,50.0,23.23885154724121,0.0,19.643707275390625,-100.0,-100.0,0.0,40.0,540.0442212347152,23.23885154724121,25.01659393310547
run_1779981963_8c3b740a,1779982538.6031518,1.0,13.0,50.0,23.23885154724121,0.0,19.643707275390625,-100.0,-100.0,0.0,40.0,540.0442212347152,23.23885154724121,25.01659393310547
run_1779981963_8c3b740a,1779982540.5976043,1.0,13.0,50.0,23.194446563720703,0.0,19.593751907348633,-100.0,-100.0,0.0,40.0,537.9823513972951,23.194446563720703,25.01659393310547
run_1779981963_8c3b740a,1779982542.6021242,1.0,13.0,50.0,23.194446563720703,0.0,19.593751907348633,-100.0,-100.0,0.0,40.0,537.9823513972951,23.194446563720703,25.01659393310547
run_1779981963_8c3b740a,1779982544.5963368,1.0,13.0,50.0,23.14999771118164,0.0,19.543746948242188,-100.0,-100.0,0.0,40.0,535.9223940277152,23.14999771118164,25.01659393310547
run_1779981963_8c3b740a,1779982546.5939517,1.0,13.0,50.0,23.14999771118164,0.0,19.543746948242188,-100.0,-100.0,0.0,40.0,535.9223940277152,23.14999771118164,25.01659393310547
run_1779981963_8c3b740a,1779982548.5986586,1.0,13.0,50.0,23.061176300048828,0.0,19.443824768066406,-100.0,-100.0,0.0,40.0,531.8178523419338,23.061176300048828,25.01659393310547
run_1779981963_8c3b740a,1779982550.6046267,1.0,13.0,50.0,23.10558319091797,0.0,19.4937801361084,-100.0,-100.0,0.0,40.0,533.867974592431,23.10558319091797,25.01659393310547
run_1779981963_8c3b740a,1779982552.5999599,1.0,13.0,50.0,23.061176300048828,0.0,19.443824768066406,-100.0,-100.0,0.0,40.0,531.8178523419338,23.061176300048828,25.01659393310547
run_1779981963_8c3b740a,1779982554.5921185,1.0,13.0,50.0,23.061176300048828,0.0,19.443824768066406,-100.0,-100.0,0.0,40.0,531.8178523419338,23.061176300048828,25.01659393310547
