rank,candidate_id,kp,ki,kd,cost,tail_mae,tail_bias,tail_std,overshoot_max,overshoot_rmse,final_error,final_abs_error,time_to_near_s,time_to_settle_s,mae_full,min_temp,max_temp,end_temp
37,113,7.0,354.0,9.0,22.365440564301508,0.25873127432897786,0.25873127432897786,0.08931831764588223,2.200206646695733,0.6503388571459152,0.11996732838451862,0.11996732838451862,426.0,452.0,6.202469831285998,-2.200206646695733,27.152312140911818,-0.11996732838451862
38,255,11.0,978.0,14.0,23.1347335917195,1.1597723160191071,1.1597723160191071,0.09033090825621312,2.1426040792139247,1.1197990330506402,1.0075100588660746,1.0075100588660746,474.0,508.0,7.130385646687158,-2.1426040792139247,27.042202349752188,-1.0075100588660746
39,83,9.0,566.0,19.0,23.364112057025974,0.758479792203884,0.758479792203884,0.1245579318473601,2.227282663916867,0.964029217573139,0.5410533194594791,0.5410533194594791,446.0,478.0,6.786494120488005,-2.227282663916867,27.150176947878208,-0.5410533194594791
40,285,10.0,706.0,18.0,23.763029582409867,0.931139496029079,0.931139496029079,0.10411439900646532,2.2403298226417974,1.0482633248682363,0.7530693209191668,0.7530693209191668,454.0,486.0,6.9076557472063,-2.2403298226417974,27.11528912180802,-0.7530693209191668
41,30,10.0,701.0,16.0,24.061003228549023,0.91052376506588,0.91052376506588,0.09877585974974903,2.2731283438042738,1.0425363420782634,0.7396161911310628,0.7396161911310628,450.0,482.0,6.803627858792995,-2.2731283438042738,27.10462512075901,-0.7396161911310628
42,426,10.0,742.0,9.0,24.20723324121725,0.9294536122142986,0.9294536122142986,0.0922827599352747,2.2848007306456566,1.0350983840069796,0.7672618851574953,0.7672618851574953,440.0,470.0,6.589537413743225,-2.2848007306456566,27.055766075849533,-0.7672618851574953
43,144,8.0,399.0,17.0,24.374256806614625,0.39840034752835934,0.39840034752835934,0.11845419427420525,2.3813502807170153,0.8310486896796566,0.2062531095580198,0.2062531095580198,434.0,462.0,6.47114056095219,-2.3813502807170153,27.17090729624033,-0.2062531095580198
44,411,9.0,553.0,9.0,24.777267943105155,0.6393523451202203,0.6393523451202203,0.1055820914118454,2.385598462074995,0.9074040302594208,0.45827986305812374,0.45827986305812374,428.0,458.0,6.3514736489432595,-2.385598462074995,27.094475906342268,-0.45827986305812374
45,314,11.0,970.0,7.0,24.95305911591985,1.203701866212816,1.203701866212816,0.10959030950311739,2.318643949984107,1.1860050696605433,1.0162451902288012,1.0162451902288012,458.0,492.0,6.8946883492248405,-2.318643949984107,26.99127459898591,-1.0162451902288012
46,220,11.0,811.0,14.0,25.893403919980724,1.0957355236947623,1.0957355236947623,0.0971204379345156,2.42849628260592,1.1678396770667467,0.928290702519007,0.928290702519007,454.0,486.0,6.872791273730206,-2.42849628260592,27.059577260166407,-0.928290702519007
47,91,10.0,642.0,9.0,26.813213729187503,0.8380564645588836,0.8380564645588836,0.10469122785690271,2.5595161337405443,1.0547051107859895,0.655300626589451,0.655300626589451,432.0,462.0,6.468642623974205,-2.5595161337405443,27.063083115965128,-0.655300626589451
48,105,12.0,943.0,17.0,26.838298409487543,1.3027245506886813,1.3027245506886813,0.10759330413968213,2.4920277447090484,1.284440386885261,1.122999519277073,1.122999519277073,474.0,510.0,7.219311693413947,-2.4920277447090484,27.041383668780327,-1.122999519277073
49,382,8.0,325.0,14.0,27.530840426760687,0.24819383954024868,0.24819383954024868,0.09125867692650985,2.7183649595826864,0.8218371720403025,0.10673530586063862,0.10673530586063862,422.0,450.0,6.253053673434382,-2.7183649595826864,27.158095959573984,-0.10673530586063862
50,463,9.0,404.0,17.0,28.173661559528476,0.463898122800585,0.463898122800585,0.12612500321951017,2.7518122550682165,0.9605681281397628,0.25715676887193695,0.25715676887193695,430.0,460.0,6.455467261489151,-2.7518122550682165,27.148990284651518,-0.25715676887193695
