"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777339435_592a84a7","1777339917.6315203","1777341116.7071054","1199.0755851268768","599","28.04460334777832","0.0","band_gp_bo","7","966","1","10","694","8","19","140","82","151.22866565318697","7.415542672310385"
