event,kp,ki,kd,timestamp,run_id,decision_idx,decision_elapsed_s,applied_elapsed_s,source_changed
mpc_decision_89@880.0s,1,841,1,1780493407.1095273,mpc_replay_1780492043_7b06cb38,89,880.0,881.9836573600769,True
mpc_decision_90@890.0s,1,788,1,1780493417.1099918,mpc_replay_1780492043_7b06cb38,90,890.0,891.980545759201,True
mpc_decision_91@900.0s,1,820,1,1780493427.1105626,mpc_replay_1780492043_7b06cb38,91,900.0,901.9903531074524,True
mpc_decision_92@910.0s,1,846,1,1780493437.110595,mpc_replay_1780492043_7b06cb38,92,910.0,911.9804239273071,True
mpc_decision_93@920.0s,1,856,1,1780493447.1104934,mpc_replay_1780492043_7b06cb38,93,920.0,921.9813232421875,True
mpc_decision_94@930.0s,1,857,1,1780493457.1105103,mpc_replay_1780492043_7b06cb38,94,930.0,931.9936947822571,True
mpc_decision_95@940.0s,1,951,1,1780493467.1103816,mpc_replay_1780492043_7b06cb38,95,940.0,941.9935467243195,True
mpc_decision_96@950.0s,1,898,1,1780493477.1105015,mpc_replay_1780492043_7b06cb38,96,950.0,951.9888153076172,True
mpc_decision_97@960.0s,1,879,1,1780493487.110827,mpc_replay_1780492043_7b06cb38,97,960.0,961.9836475849152,True
mpc_decision_98@970.0s,1,880,1,1780493497.110523,mpc_replay_1780492043_7b06cb38,98,970.0,971.9815738201141,True
mpc_decision_99@980.0s,1,880,1,1780493507.110163,mpc_replay_1780492043_7b06cb38,99,980.0,981.9947247505188,False
mpc_decision_100@990.0s,1,893,1,1780493517.1105433,mpc_replay_1780492043_7b06cb38,100,990.0,991.988908290863,True
mpc_decision_101@1000.0s,1,891,1,1780493527.1105225,mpc_replay_1780492043_7b06cb38,101,1000.0,1001.992650270462,True
mpc_decision_102@1010.0s,1,897,1,1780493537.110822,mpc_replay_1780492043_7b06cb38,102,1010.0,1011.984118938446,True
mpc_decision_103@1020.0s,1,894,1,1780493547.1110077,mpc_replay_1780492043_7b06cb38,103,1020.0,1021.9908583164215,True
mpc_decision_104@1030.0s,1,879,1,1780493557.1108618,mpc_replay_1780492043_7b06cb38,104,1030.0,1031.9946818351746,True
mpc_decision_105@1040.0s,1,848,1,1780493567.1107068,mpc_replay_1780492043_7b06cb38,105,1040.0,1041.9859676361084,True
mpc_decision_106@1050.0s,1,828,1,1780493577.1105208,mpc_replay_1780492043_7b06cb38,106,1050.0,1051.9927279949188,True
mpc_decision_107@1060.0s,1,815,1,1780493587.1107042,mpc_replay_1780492043_7b06cb38,107,1060.0,1061.98082113266,True
mpc_decision_108@1070.0s,1,812,1,1780493597.1109867,mpc_replay_1780492043_7b06cb38,108,1070.0,1071.9887313842773,True
