"run_id","start_ts","end_ts","duration_s","num_samples","start_temp","temp_ref","pid_source","far_kp","far_ki","far_kd","mid_kp","mid_ki","mid_kd","near_kp","near_ki","near_kd","mse","mae"
"run_1777941047_2e5b7769","1777941528.7096956","1777942728.1946428","1199.4849472045898","600","25.01659393310547","0.0","band_gp_bo","4","641","14","15","416","59","27","151","10","141.76823416499855","7.548699331203964"
