run_id,band,kp,ki,kd,cost,n_samples,start_temp,target_temp,duration_s,far_mae,time_to_reach_mid_band,mid_mae,approach_speed,tail_mae,jitter_std,overshoot
run_1776886175_f799f1ad,far,7.0,768.0,25.0,21.908797714132252,165,28.38104820251465,0.0,1197.6376869678497,21.897106627262,365.3414800167084,,,,,
run_1776886175_f799f1ad,mid,14.0,498.0,16.0,7.074131468684878,51,28.38104820251465,0.0,1197.6376869678497,,,6.188236718084298,0.04975016387053412,,,
run_1776886175_f799f1ad,near,12.0,250.0,50.0,274.6013960169321,325,28.38104820251465,0.0,1197.6376869678497,,,,,0.49687814712524414,0.1639776493322387,0.2737765625711424
